"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75"
"2365",0.24,0.4,136855698.639763,1626672.85019924,6292285.86828919,11096938.4678199,13077712.9044728,13767869.0503687,11065026.1793366,10501806.0727143,10256100.14401,9799207.97166191,9232209.37798666,9079097.07910813,8254824.15443741,7209321.47033624,6018117.84902052,3812913.61072679,2100076.48781919,3665519.10145516
"2366",0.25,0.4,135121103.609398,1612056.86045354,6230222.71221197,11008585.5843184,13004261.264537,13687304.2219426,10950841.4760106,10340002.420158,10102421.4804687,9655510.8099779,9097917.47444613,8936481.8966738,8033456.02085538,7000098.43376217,5843433.1461428,3827431.11318518,2109358.52327541,3681720.17097885
"2367",0.26,0.4,138122619.915411,1641980.30537943,6332554.80612758,11194426.7105847,13172057.07019,13871254.7599214,11188523.5792333,10516422.3903257,10269188.3018998,9811633.45517603,9245684.13643914,9092092.12516927,8439678.37120881,7387002.55719941,6168405.57168345,3894950.25840187,2147854.17880254,3748911.33766809
"2368",0.27,0.4,136927880.862703,1624027.51703717,6256740.81256003,11009313.7688926,12982826.847069,13681288.7702632,11011586.8101728,10529774.1888285,10284846.9191897,9824742.63205522,9253558.47612247,9098689.86961219,8322972.19428054,7274528.74427471,6074376.25805434,3862451.73972134,2125777.35403953,3710377.96052959
"2369",0.28,0.4,132998448.388261,1568886.34227257,6024701.88871656,10853915.6959747,12864310.3761087,13590018.3443263,10853427.0304009,10089833.8100173,9854162.15099612,9420229.4097504,8882004.36242857,8722791.45184057,8043189.83365007,7015562.95940019,5850747.95448888,3728232.2994878,2053030.49355607,3583403.98484499
"2370",0.29,0.4,135105814.516278,1593371.0134532,6114163.21741812,10935387.4393582,12928213.8488685,13646647.3095633,10952627.1763437,10320483.3589247,10079480.209163,9632005.40330761,9076740.06401803,8918396.35616216,8199956.47647133,7160439.67559649,5975459.22653605,3810380.07713502,2098790.00973738,3663273.65422084
"2371",0.3,0.4,133247754.085863,1579484.75190911,6046117.15713419,10712890.3326548,12698469.3761175,13442105.4550987,10762469.712784,10253337.042253,10016767.3302845,9570739.7093992,9015402.12692383,8853816.9108415,8032907.0264477,7006687.9214007,5848156.27780783,3749586.22400536,2061183.06603602,3597633.6647646
"2372",0.31,0.4,132614147.794635,1561360.9618521,5968773.18746788,10606060.5634108,12571314.7730153,13298741.4484966,10670773.9354948,10309085.6500328,10069203.4292317,9619070.28393597,9058045.15018875,8902274.57718475,7949511.07977172,6923775.56755413,5778452.6415691,3719106.10215528,2042891.42042416,3565707.02284885
"2373",0.32,0.4,132058250.753588,1564649.2449608,5973753.87890263,10700308.7845967,12690284.7523145,13429354.5405175,10746570.6349276,10142365.4984987,9906521.75466178,9467100.67991018,8920374.26555837,8758797.89935232,7897163.38444701,6870287.08374932,5727714.4463076,3690865.64102971,2029611.06552304,3542527.19833008
"2374",0.33,0.4,131975343.686762,1561800.34585432,5949004.78603058,10686085.7297717,12677410.2650225,13423011.9877711,10756061.0922671,10121320.8785456,9883861.74573079,9445050.22462462,8900813.27067757,8742056.58651277,7956430.85891627,6933596.94208032,5781216.17940177,3648049.47727581,2006822.23888043,3502751.07739828
"2375",0.34,0.4,132210147.928038,1565227.13529122,5955117.91516472,10620646.8193616,12600966.3702073,13343457.3897799,10708126.8903558,10183698.2570893,9943499.1744419,9499773.95782222,8950366.448286,8797802.61770763,8033383.81329151,7007903.57951577,5844840.11518473,3650092.78638647,2005245.55667292,3499999.10147866
"2376",0.35,0.4,126945392.729238,1493158.62797578,5665980.19578824,10289978.5162214,12297246.8977734,13028623.8599254,10340591.7712103,9676386.32613653,9453170.1983805,9037376.9236339,8520357.23301623,8358301.34122846,7672540.09809328,6671762.94390362,5557208.31373303,3539760.56523312,1946130.51456593,3396818.40241888
"2377",0.36,0.4,129176578.076972,1527555.56788041,5786166.35016126,10484906.9921054,12494964.8841505,13243948.3907178,10559619.9346104,9842538.28273422,9612702.17606039,9189764.40445092,8664300.05046457,8503506.28687916,7767758.34828368,6762014.33711227,5637369.94576374,3624213.22432994,1994319.82061546,3480929.08065196
"2378",0.37,0.4,127281500.212541,1501552.15098117,5680030.20162549,10261137.647596,12237834.5124246,12987450.9545242,10363310.5851347,9780717.7367764,9553669.51225054,9130781.48363272,8604505.73668511,8443645.0562724,7648756.05386884,6648816.09155512,5540491.0347391,3548272.87587868,1948891.35112314,3401637.2274727
"2379",0.38,0.4,127379319.02568,1506547.03554493,5684882.40414143,10288940.6265017,12289122.5738831,13065062.7004312,10405864.6873695,9743340.52164753,9517943.62787531,9096129.19128702,8573132.12040506,8407420.29079815,7739397.02063637,6731709.81218038,5604269.87119164,3480169.64003134,1910594.2608302,3334792.6409252
"2380",0.39,0.4,128219170.288623,1511884.59604061,5698853.70538905,10321240.038859,12309342.6677146,13081206.1313763,10453073.7427093,9865589.71478086,9634070.4895693,9206664.74560378,8676053.18419899,8517120.55431822,7717561.16019688,6714009.22180339,5595645.25042375,3556027.56881096,1952642.66439168,3408184.85243658
"2381",0.4,0.4,127396852.60244,1504710.95110183,5661430.65874667,10220342.2771225,12200277.5360646,12969974.4353947,10364620.8847763,9869480.15312028,9639177.61926588,9211562.58508305,8678230.28772028,8518139.77950727,7560546.83728696,6564026.98757886,5472541.15940613,3574684.91515524,1962214.24123044,3424891.29387901
"2382",0.41,0.4,122791529.120807,1449700.14587372,5438974.0259477,9875893.44553662,11860934.1666574,12644837.1667077,10026640.3764701,9470462.97090626,9249538.45158015,8840646.61169907,8332676.81961952,8174463.87170838,7366319.7606692,6392615.9124452,5320804.04750919,3332977.78796308,1826329.13274088,3187714.42677321
"2383",0.42,0.4,122468039.13505,1431598.80600841,5355634.23354152,9822068.27182647,11802507.8088794,12595773.2880765,10000756.434079,9429522.08863054,9207992.87187857,8801433.4766232,8296615.15352495,8140076.58540292,7394990.89153903,6424664.35603607,5349060.73660176,3360163.05154968,1841313.17538178,3213867.90547039
"2384",0.43,0.4,122518289.348879,1446476.53716699,5405512.17016368,9814777.65482564,11792072.5856111,12569627.2367522,9984596.97953849,9429303.59874525,9208396.13257493,8799927.9614329,8294291.46707815,8139048.15369972,7454807.34197471,6481468.56663233,5394355.9315672,3315353.88743338,1816942.4463986,3171330.69728352
"2385",0.44,0.4,121749811.784269,1435317.06293949,5353196.6628626,9775680.41907877,11766208.3638343,12569192.5109015,9956534.55943239,9369076.34484481,9151400.1636334,8747676.86541026,8245683.68234379,8083643.538242,7311126.19122976,6341055.51728929,5276809.71404054,3341804.28260943,1830467.78456925,3194938.1210073
"2386",0.45,0.4,119399125.6872,1405023.13939251,5231590.71497821,9637045.77831135,11630908.9955832,12423548.0973311,9807483.54188362,9207155.91495861,8992505.45415835,8597885.71627975,8106335.31457305,7945207.27509554,7075928.40811149,6121913.65341061,5092146.68193919,3244421.76265554,1777513.93506118,3102511.30347648
"2387",0.46,0.4,117940668.947023,1389690.01428583,5163529.1346446,9468037.97118632,11441959.6351204,12236830.0513308,9657852.41972362,9099381.17219821,8889020.55219497,8496652.92283042,8009024.61616251,7846910.84914598,7092084.30719682,6140266.33124892,5103362.37143942,3159863.43841585,1728770.21722412,3017432.94267456
"2388",0.47,0.4,118316290.853854,1391222.9882516,5159404.99133145,9555348.69234248,11539765.2195962,12329963.619814,9740653.23987616,9113245.13367331,8903080.59622996,8512552.08188726,8024966.5469342,7857781.61919874,7002692.89079212,6055018.8844689,5035876.09797032,3233710.17513655,1770587.07219108,3090421.0041592
"2389",0.48,0.4,117902214.991935,1386207.53732127,5126867.01412652,9502767.89691925,11487310.2354401,12305149.5069395,9724221.89102892,9061167.14611573,8848156.61321076,8460043.66880141,7977854.6130448,7817698.83694512,7026187.24564376,6082490.68798994,5058331.13226137,3208727.29140985,1758940.62919669,3070093.04554004
"2390",0.49,0.4,116818630.621829,1378872.75432296,5094382.37781532,9498420.60002645,11503840.8701832,12317196.9865675,9695621.07303949,8973119.43131145,8763253.37829867,8380663.31339004,7904716.66436588,7740541.59935478,6890546.45012264,5946124.39652998,4938525.72063501,3114905.91598094,1703890.9570171,2974008.13286721
"2391",0.5,0.4,116998767.34548,1383034.88151653,5101861.58046716,9390060.47400466,11365768.0308675,12194955.4472365,9632369.68373294,9077763.15462303,8864061.59954003,8473449.22322545,7987385.77090268,7829329.26722573,6894345.15789035,5957824.87704422,4954435.41297225,3154196.33275172,1725755.48644185,3012170.96503733
"2392",0.51,0.4,114772978.134177,1351518.99020122,4959449.52785704,9148679.67285352,11105439.3048129,11956584.6693154,9433583.12198595,8895992.44418598,8687107.93082017,8303223.48986303,7826802.3281337,7668015.18992787,6868119.89444536,5939914.001039,4936246.45139382,3075070.42139229,1681792.93622983,2935437.75972019
"2393",0.52,0.4,114760860.781487,1345665.41284826,4943000.58777483,9201636.36593661,11168852.2025251,11988504.7816728,9450806.11602262,8903547.71935036,8695951.66805809,8314219.20904477,7837616.23699885,7675267.86763215,6761820.09648264,5836294.61100768,4851559.57582854,3114476.62922472,1701611.74870226,2970029.9523763
"2394",0.53,0.4,114573529.744095,1340116.63195827,4911721.95218057,9270634.55552974,11268535.5920032,12083078.0929848,9506327.20900847,8843354.23943941,8636525.24715879,8258823.30487923,7788548.06685294,7622656.84347399,6769633.98850858,5836361.51895341,4844286.22247437,3035968.4494856,1659838.98334107,2897118.84586257
"2395",0.54,0.4,113831659.072597,1328362.76158202,4865746.28372497,9102910.52461668,11076962.0198862,11900763.1528223,9362819.09826836,8806557.72529249,8599684.4405843,8222812.63569961,7753631.4792818,7594740.22853477,6764231.91947939,5842967.72326881,4856483.1963717,3097866.05455224,1695593.7769529,2959526.0516788
"2396",0.55,0.4,114682186.482926,1336994.10352417,4877894.32831815,9171132.87002868,11138476.5497874,12004406.3308937,9492466.11184317,8898765.591404,8686090.61782063,8303046.86523204,7828422.20646662,7670258.55854619,6842062.98120991,5908626.9847542,4907358.84794773,3045721.85835565,1664757.66150941,2905704.01528428
"2397",0.56,0.4,113650889.309257,1329638.77110431,4838677.76528195,9054480.29315856,11014581.2536429,11883955.1756271,9383756.21588416,8809720.84028921,8599554.83498299,8221812.3733628,7752407.72070578,7596349.00242541,6734132.9279188,5816633.78708549,4835200.15423565,3109953.83328673,1701026.28651348,2969008.07375189
"2398",0.57,0.4,110843558.691113,1294925.15176723,4698542.80725949,8822459.65011784,10768777.3054027,11659273.309551,9172807.8436567,8615992.12625497,8411027.63077244,8040715.87053591,7581142.50143,7423740.01243409,6578580.0993444,5671889.59129192,4708916.5242883,2959150.05673416,1615641.91057228,2819976.29969935
"2399",0.58,0.4,108958608.94422,1277373.46213331,4630394.55899035,8728316.82409665,10669919.5808957,11522617.5422353,9040384.4549211,8419754.51125015,8221109.76743926,7862605.99528654,7415876.44993471,7257799.87148321,6392350.25673898,5503644.14837081,4571113.10021763,2976482.93631931,1627751.98793321,2841113.49597348
"2400",0.59,0.4,108761231.81083,1276076.89798156,4623598.48528719,8652317.87058011,10594305.4109285,11447723.6940247,8972611.30029474,8437817.27843106,8239538.58948675,7877925.02985562,7428397.71730715,7271128.92609863,6463961.52655832,5571558.09063374,4625579.35809702,2912732.65253326,1590269.0441028,2775689.93862847
"2401",0.6,0.4,109867565.173937,1285023.94232259,4643365.03736663,8738328.89197619,10676534.3285381,11542873.3712208,9091846.24066994,8542181.94603859,8338649.032282,7971153.52296169,7515589.4025287,7359773.38798447,6559822.88470175,5659325.01957857,4697747.21262367,2900915.61458377,1582429.21341879,2762006.12514116
"2402",0.61,0.4,105637162.840178,1244760.22831111,4489603.64509198,8516369.41130301,10467393.783852,11306409.7993684,8818339.56226094,8144275.65144176,7952535.30628337,7606926.31512253,7177542.76920954,7019164.89251561,6216782.20507401,5343912.11448011,4429178.97135085,2764241.88856547,1507865.43505493,2631860.8608919
"2403",0.62,0.4,106900277.780936,1254771.75053232,4503879.48626458,8469402.04488791,10389854.885698,11298930.0289195,8868143.33503757,8359874.85299551,8160799.65885076,7801775.54039431,7354991.00752883,7198336.01138205,6258343.17503696,5384375.69255853,4470022.32345665,2854841.78885455,1556021.92950418,2715914.26903375
"2404",0.63,0.4,105664828.922991,1235661.29919561,4427470.49074846,8367661.29143851,10286121.2610672,11166256.5706085,8753926.26085886,8320482.13560131,8124451.94766007,7765783.89540338,7318816.47910038,7159196.19588152,6191049.23777121,5317707.90114367,4409366.31585944,2736556.40886384,1487684.5438184,2596636.68797046
"2405",0.64,0.4,105459364.316925,1230835.00823484,4407571.84337024,8402929.61923079,10329651.3923275,11196214.3133066,8774679.16014774,8141300.83982608,7945082.00030199,7598400.45040682,7169560.94479913,7019336.4315653,6290911.78514698,5423201.7278671,4499744.02290104,2812484.65922856,1536179.41388381,2681280.70438012
"2406",0.65,0.4,103666805.57929,1206778.5723546,4309853.49344917,8213096.50798172,10108205.4554456,10986961.459582,8606272.17720681,8095780.97790668,7903578.37213957,7557173.98744056,7125618.00387238,6970186.98286713,6091085.96541474,5235908.76326416,4344127.23246364,2770568.64854164,1508551.18878094,2633057.79057868
"2407",0.66,0.4,102217183.001836,1190901.20379788,4242316.74308991,8058216.59503604,9920826.14543772,10819963.0438922,8486933.96792417,7966123.78956716,7774063.81684721,7432588.90282633,7009303.10899789,6860883.8383188,6060693.12689813,5214623.50580605,4326195.28659424,2745476.6008943,1496336.07117123,2611737.25473628
"2408",0.67,0.4,102474887.815467,1199413.02667612,4263952.78809274,8187634.90570043,10108098.0008502,11026504.934503,8606596.78168177,7978143.16710376,7786499.58543609,7447409.50642907,7025713.1823157,6868682.64447676,5936830.85429973,5087711.1831924,4216445.72359301,2698561.37451427,1470335.27146501,2566354.88513658
"2409",0.68,0.4,101740594.719971,1185956.94698424,4203112.34451515,8051134.43262357,9946859.10945896,10839641.3797734,8480562.90355268,7940325.02007349,7748579.02731523,7408878.79536263,6988332.0711699,6838149.94957815,6028387.74645205,5180403.01425828,4293583.37872759,2648402.17579541,1441777.28281253,2516509.14151738
"2410",0.69,0.4,97022246.1452485,1136013.01155615,4024335.23330134,7743433.44858375,9615927.10051983,10485489.4119884,8132017.6601009,7568859.30578157,7388853.40910577,7067726.68569099,6668200.29858802,6515494.22914128,5635060.5605001,4821488.05055038,3991508.5515246,2498335.10849053,1358444.97950302,2371059.10032189
"2411",0.7,0.4,103058704.842023,1201530.98468491,4243114.95718152,8163074.35685294,10069819.713595,10982432.483606,8618453.35626633,8023054.03387239,7826783.05163561,7484571.52638248,7061012.91984044,6911903.99287476,6062940.40451354,5209698.78807747,4320876.88754239,2755173.22412247,1502233.46496511,2622030.69600934
"2412",0.71,0.4,96124950.5319189,1120698.61271293,3948456.39847221,7616061.08752023,9455298.6577277,10312736.5838578,8029976.60752379,7493802.82741557,7313940.69496167,6994776.25080866,6598837.61389398,6451595.83541812,5660685.63606627,4853617.02329728,4019653.83905707,2508420.00343405,1364596.59463055,2381796.26512092
"2413",0.72,0.4,97675605.4705405,1137346.95795917,3990438.9518253,7685412.39367994,9531214.00678202,10446531.7128155,8166863.96717308,7659602.4031554,7474859.6081729,7146813.40031725,6739506.7258475,6588704.86005783,5724890.74047266,4908573.64634056,4067627.08023323,2570755.0098204,1397404.35383726,2439059.65205054
"2414",0.73,0.4,94647004.7054631,1103240.18528349,3861461.68487107,7504127.3222571,9362286.49666137,10270077.7780811,7956270.97402362,7359891.53413217,7183040.97107543,6871374.76582677,6484586.19366742,6333319.74656918,5537578.14859046,4738218.24356803,3922181.28207966,2470722.57207639,1343555.73037896,2345071.0763209
"2415",0.74,0.4,94200353.6391671,1102210.40684031,3851550.36334579,7484024.14915801,9344181.36829569,10252419.5253631,7939724.68679855,7336523.5837843,7159737.76397428,6849739.96540367,6464728.37327325,6313872.53942984,5456872.73110044,4663512.70124674,3859931.99247553,2455398.85324936,1335286.62977904,2330638.00564912
"2416",0.75,0.4,91926724.9916936,1071424.41239727,3731147.10066727,7264507.41095877,9091733.38255027,10022862.6019523,7759164.15198167,7164998.37883874,6988728.82729632,6684852.273921,6309908.3665446,6167759.29504552,5386424.51282817,4608677.25034678,3811848.90608332,2351731.89150777,1278840.51592068,2232115.71285313
"2417",0.76,0.4,92794319.8439197,1076151.10354476,3732940.21969323,7237643.81329274,9052568.32926614,10001909.2313472,7770282.18647813,7273577.89308092,7095533.02152221,6785015.51442351,6401006.49558199,6257372.82818518,5469611.17274759,4683157.40527543,3877264.21007862,2440065.72181967,1325924.15755921,2314296.54002313
"2418",0.77,0.4,96460105.9743333,1124612.94067067,3910574.96596008,7592917.19832001,9436347.95489304,10367338.5467609,8110996.27166911,7566412.1002185,7380843.3317947,7057178.16377152,6656616.38922479,6507838.83080667,5648861.18502165,4840639.86527179,4009047.83454921,2507837.51868275,1363012.14498115,2379030.73173681
"2419",0.78,0.4,93449052.6349925,1084140.0973882,3762335.11499179,7367528.70186028,9203370.90888049,10106529.7983323,7856954.74555509,7290015.20995204,7111538.11093669,6801435.04594879,6418409.64081677,6273275.43390847,5521441.34683304,4730147.66280736,3914459.8915834,2410230.94026949,1310268.74590107,2286971.23902729
"2420",0.79,0.4,89349199.7396886,1034998.77545692,3571314.16843307,6982584.46568104,8753043.88835265,9672438.36826513,7507166.22456365,7049405.81015408,6876232.60443317,6575536.48517218,6202943.21865287,6061918.95570171,5196151.01047251,4438040.24762025,3672058.60513746,2312483.47396723,1254045.49735648,2188837.9402682
"2421",0.8,0.4,87836802.5962904,1019415.36670339,3515091.67026262,6870325.57823203,8621897.57071329,9519460.82484145,7383007.19525294,6911776.94511629,6743403.04872388,6447864.72787363,6082457.27325844,5941549.48234419,5173569.51015101,4422900.03079548,3657039.61773244,2221324.35908114,1204084.493545,2101634.90166314
"2422",0.81,0.4,89045579.814856,1043775.34865831,3596349.6209308,6973024.79743366,8727596.39549437,9594555.9543177,7468821.22651273,7025191.15052069,6856002.82155882,6555622.45909354,6181922.58695999,6037682.44210494,5160170.69208903,4406020.79590882,3646178.95432706,2318846.78910717,1258028.25189909,2195789.52793934
"2423",0.82,0.4,86990755.359933,1013645.24587783,3481213.10537332,6792450.80914341,8536477.78740048,9426814.49388602,7311939.30133039,6822244.82880644,6654526.77524279,6363320.68110526,6004322.14387351,5867354.86226149,5150273.96756926,4406210.06099287,3643140.50470613,2216868.05687944,1201984.02972544,2097968.7057589
"2424",0.83,0.4,88083143.5020864,1021263.47769707,3497903.31688019,6901170.72080224,8671610.15996324,9568433.41925826,7420252.25875893,6934043.35974416,6765646.60504735,6471802.64577898,6105488.60282033,5959920.51179723,5060763.40761151,4315093.66818606,3572408.72323452,2336812.44200908,1267758.0500848,2212772.13241241
"2425",0.84,0.4,87440023.0255691,1020761.67177629,3497798.93243567,6774988.47093876,8476214.25212593,9371996.85807825,7323768.50353064,6907305.24261094,6736638.06535862,6439892.40663693,6072934.17230961,5937936.02435375,5132636.69552638,4392678.94435234,3637674.06429301,2296278.99162317,1245899.67953693,2174620.05008194
"2426",0.85,0.4,86463539.7735306,1005847.33488498,3439406.51603642,6863829.47736042,8653688.31243052,9544623.04599285,7363156.50224023,6762152.23089489,6595805.52094883,6311654.70359137,5959391.49170246,5815982.58057876,4962645.111051,4222574.71667248,3487872.80257604,2199391.4100411,1193083.86124549,2082434.15528274
"2427",0.86,0.4,83671614.4894666,963690.34342567,3261166.08413737,6555765.90524948,8298423.82838915,9240307.63672499,7135167.57923679,6580876.35448818,6415783.40993271,6137036.39864398,5793357.95426027,5654789.8951616,4862995.96095295,4140736.61454543,3418384.95257152,2097042.881701,1135012.8898179,1981075.80022763
"2428",0.87,0.4,83607529.1881159,967894.798468494,3286053.56991949,6546292.0720195,8270988.24009813,9167101.19607779,7090436.17387077,6624692.62100936,6460662.04901704,6178866.25279167,5829699.74899233,5691376.14762241,4807748.6198047,4089888.34016617,3378124.79734417,2098470.22276,1136158.66923912,1983075.66891478
"2429",0.88,0.4,80878206.8223988,936059.452910539,3146210.40490445,6249818.9045772,7937581.16899313,8923407.170376,6881366.28840331,6380818.57203416,6218585.81315326,5947531.49306487,5614048.3154686,5482646.24640516,4693876.22644836,3996958.94781156,3302136.28331889,2078260.23963412,1125110.07907536,1963791.21581978
"2430",0.89,0.4,80155239.9809824,931699.40947309,3133423.44673556,6214894.35720003,7878176.62496832,8797046.54108199,6802898.65469723,6338585.70122593,6179856.47284913,5909430.91856781,5576283.82830103,5443772.75941656,4672338.69711512,3977195.06441073,3283667.01698892,2018906.73577579,1091658.92277351,1905404.82940166
"2431",0.9,0.4,80557247.3859817,931752.472801979,3123591.59619955,6202304.80322622,7848116.16986334,8774843.01379242,6814452.59292468,6380011.90304819,6218915.58441241,5945945.19284365,5609770.10628119,5479731.76725613,4718502.4516617,4023382.94472051,3325459.87116115,2076022.46667341,1123486.70544862,1960957.74366663
"2432",0.91,0.4,76557587.8580612,885118.628045369,2961700.65831072,5901545.23206002,7490022.66314411,8365880.56649521,6480215.56805216,6070378.82526862,5918002.90161343,5658532.74183576,5338439.82688755,5212454.98691939,4473945.3681631,3810913.90527634,3148184.11789153,1949539.05275612,1053649.85377107,1839062.96157071
"2433",0.92,0.4,79854109.5338493,930360.018017601,3106863.51079062,6229309.99555973,7920031.56344606,8842652.71997881,6827446.13353313,6265648.42977131,6107275.2428356,5842230.27932975,5516441.20772621,5384010.81213353,4647806.82264306,3955022.30879168,3264357.19531343,2016801.36293752,1091946.01118704,1905905.91985418
"2434",0.93,0.4,78427207.6690249,912373.697465723,3047213.07122107,6068837.12463348,7727191.21864978,8643063.83482536,6662748.4565189,6192989.85688385,6037710.09180485,5773601.73022719,5449072.78922476,5317158.35259583,4606102.92212206,3921856.2911067,3235901.97266151,1944767.61672995,1051430.09562955,1835188.5467243
"2435",0.94,0.4,74977390.5100583,866148.302737935,2878935.47284581,5778925.98995812,7346872.03430646,8248776.21693479,6392027.29291563,5965805.23925454,5812367.23154368,5556861.75217437,5243541.93418861,5122271.34175738,4369011.86332439,3718254.22168457,3068970.13540002,1855724.0415725,1002723.12104802,1750174.31841144
"2436",0.95,0.4,72803259.7512401,841386.547245835,2783947.41778438,5667581.13701143,7268290.04002126,8170583.98846386,6256709.04239883,5772586.85564805,5625591.00020875,5382189.84976663,5081912.69297949,4956254.50245926,4135043.90725439,3498942.37464645,2883896.94880529,1803582.84146716,974262.348009247,1700498.25706978
"2437",0.96,0.4,74624987.6175,859610.694162891,2839002.66929334,5773565.47954504,7380256.50737884,8297546.93359916,6395659.97817348,5961832.09900156,5810010.04201013,5557352.62483438,5244406.10168723,5116049.29806646,4207921.00879939,3562745.03111958,2940552.27475088,1884464.83023964,1017698.81671749,1776313.22812051
"2438",0.97,0.4,71794147.2337987,827493.630231503,2713437.43447065,5442537.90636035,6943937.64488521,7899210.37705747,6125035.94866307,5748622.51182875,5598536.49301753,5350567.87293881,5046776.81159916,4929539.27557843,4173608.25717008,3546171.71117592,2926702.93522168,1822584.86338585,983231.080146968,1716152.48006728
"2439",0.98,0.4,71107957.4326319,820565.127864844,2686204.92683975,5481320.88240433,7032694.85700277,7948889.43069072,6114314.67314046,5635321.79691668,5488574.67105375,5249962.9300939,4957506.50351982,4838271.32024639,4097061.95502288,3473633.65109409,2863906.81136568,1779997.69129208,961502.779489625,1678227.42459413
"2440",0.99,0.4,69021005.6774577,798513.25705849,2622676.3320788,5331532.06651958,6813901.64606864,7648920.89256609,5910092.54846525,5494772.35783925,5353665.78352553,5120290.40411804,4832606.35744345,4716757.63002792,3950155.88689841,3351852.29451878,2766492.7772399,1735629.41815001,937249.977010192,1635896.04792934
"2441",0,0.41,155839976.670689,1861710.6793302,7482625.91907524,12733651.4447878,14652613.3989593,15220933.5540137,12452707.6499273,11775187.1205946,11496690.1938287,10979976.5915041,10342310.1828674,10201154.735708,9602059.20358035,8469884.80558645,7097623.59834824,4545258.71968861,2522595.59590987,4402993.2769789
"2442",0.01,0.41,156071726.56014,1861693.09676048,7471201.453219,12657807.6593443,14573058.6313369,15150103.9051658,12396684.9829981,11827743.3891541,11549825.0251772,11030004.01874,10386781.1845792,10244789.6995535,9610924.25209156,8477191.06912432,7107884.08119313,4647544.58794824,2578288.54477647,4500200.97897724
"2443",0.02,0.41,154701928.064873,1851766.32878084,7419955.54700839,12548997.1027279,14456669.7042743,15035577.6259452,12307732.5344323,11779340.999652,11501271.2898527,10982213.4738487,10340774.8099131,10201550.6967343,9505947.3309893,8383621.30661328,7026885.40101369,4504286.59326103,2497006.97918146,4358330.34064485
"2444",0.03,0.41,154441096.951687,1839647.55160563,7360002.12483638,12564939.8284993,14482557.6483476,15067040.0527166,12329050.6322074,11710392.166027,11434220.9395201,10920269.5210379,10284442.261269,10141265.0516331,9474932.97913694,8350976.0999258,6998725.78750328,4550413.61490274,2525011.18792621,4407209.50459214
"2445",0.04,0.41,155725977.26483,1857121.63922028,7419137.77183987,12643046.2895851,14554422.1621411,15147689.4261419,12427318.7149276,11766220.9126716,11487248.2488263,10970643.5355559,10332753.8734689,10191388.144171,9610357.33820167,8486719.30067357,7117894.86012531,4637807.87452466,2577457.21504216,4498749.95771297
"2446",0.05,0.41,152162179.153584,1811164.43380977,7223269.71188363,12341164.0556384,14268967.6530158,14865935.0468133,12125548.9449592,11565091.9315047,11293281.5546113,10785658.067268,10157504.8693184,10013999.6585115,9353146.8642482,8234205.3763111,6897533.77063947,4454832.38121362,2466242.13359898,4304632.70023852
"2447",0.06,0.41,151665014.354384,1809735.26504023,7206834.86414492,12322586.784947,14258576.4033255,14858769.6962452,12109483.9615321,11497106.472959,11226807.3156848,10722878.2882941,10099753.0543175,9955589.35258792,9327948.77369639,8218145.30184786,6884724.27673966,4428051.99129279,2454275.92902592,4283746.62270337
"2448",0.07,0.41,150067696.930526,1776887.75476057,7065007.82146899,12120239.9623006,14055291.9198468,14661879.9777877,11930202.7465696,11424925.7845925,11156837.6432236,10654820.5381587,10034108.3177997,9890972.25044864,9293284.23292392,8186133.93569934,6855133.53074773,4352394.48563479,2407490.21813226,4202085.81043027
"2449",0.08,0.41,148884732.141986,1773375.96318122,7038183.12787089,12185418.2079975,14133818.1007664,14746686.525602,11986621.5667206,11345940.1042818,11080038.8923552,10583935.1821011,9968893.61412284,9817471.20774946,9010256.48776582,7904293.72525244,6611620.96593613,4247581.0683655,2349583.41083906,4101013.99107814
"2450",0.09,0.41,147148784.921846,1754323.65987656,6952314.92301488,11967005.8216471,13928255.2647996,14545401.9820587,11769202.3575272,11189702.6085419,10930588.3718419,10440877.8073884,9834124.15390147,9681931.99003805,9021425.81773076,7922558.16343507,6626555.94969013,4204364.78336692,2323923.91908203,4056227.34790504
"2451",0.1,0.41,148684499.588285,1775801.40446094,7028275.00009021,12021237.9520631,13952702.2736747,14570460.1897309,11857966.1330954,11297551.5721527,11032506.2253328,10538007.1182616,9925455.12709426,9781523.18396614,9103798.73993148,8009317.14947049,6709413.77952901,4396326.19327613,2434655.99291579,4249501.55323886
"2452",0.11,0.41,143938721.43817,1715656.66570972,6777341.91719216,11803421.6432349,13779663.4171393,14397804.9008949,11605846.0409392,10943626.9687388,10690750.3181436,10215003.0833687,9624192.11573005,9467943.70906246,8703588.05994556,7621610.7337232,6368967.89170493,4063512.61145612,2243659.42775018,3916131.93343661
"2453",0.12,0.41,147286664.639807,1737082.38706161,6851523.55756821,11872253.3554193,13820175.6032298,14452573.8740429,11737393.972314,11298367.8408019,11032142.6823163,10536713.3663362,9922383.72174138,9778569.30177327,9001650.52579004,7910603.80943019,6622189.11040022,4257346.39691946,2351440.22287675,4104254.91178532
"2454",0.13,0.41,143701502.088245,1711325.64409736,6738871.96840526,11717549.8133922,13694943.7760198,14325927.6973421,11552182.3135614,10919493.8193755,10666842.9671309,10191961.425654,9602292.0798881,9447683.9677648,8734232.32044219,7658303.81471913,6403747.83827585,4106876.85864201,2268964.98027351,3960300.80326039
