"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75","infection_per_million"
"4524",73,56,67495268.3043533,786690.499686759,2539632.22790123,5150771.00225047,6592029.93486086,7462104.4463985,5796737.01696021,5401161.95196599,5260342.6270235,5028557.32238774,4744558.76883307,4629594.5865831,3902651.53383577,3309443.1486905,2729189.71616795,1678773.7386252,904425.791687699,1578603.99049474,67.4952683043533
"4525",74,56,64245880.9512193,750146.923409303,2410726.56808685,4893361.81843313,6294743.17983852,7187882.7845941,5551069.25420539,5127390.4701974,4991690.23108025,4771850.22481964,4504249.7602584,4394044.9267338,3726916.37379009,3157000.85741466,2600074.39927619,1567030.84068787,844206.473973309,1473495.86442038,64.2458809512193
"4526",75,56,63940810.132624,737962.944576382,2361267.55825974,4838647.03017157,6204205.57057738,7079745.76631399,5510648.38714201,5143344.48401672,5006254.04423669,4783971.85482452,4513026.40674345,4405004.54583594,3721372.62969003,3156421.26830169,2601320.58804837,1565464.30136888,842185.077722013,1469967.67479466,63.940810132624
"4527",76,56,59119149.5276591,680730.85947058,2169589.79367833,4474556.66903249,5761134.40639404,6605190.01947052,5116907.22043056,4749668.78274508,4621845.15389392,4417717.52682278,4168952.6726046,4068513.35804757,3407354.32878767,2885019.01024903,2376776.47524244,1459069.65335212,785352.593972761,1370771.00346459,59.1191495276591
"4528",77,56,62209943.8146888,719740.557210159,2265393.06087087,4702183.7128815,6085250.4463879,7045609.66146323,5448986.43998384,5017133.5614024,4878837.94294739,4662237.92249641,4400495.084511,4293342.01013991,3582342.28785336,3024818.0683539,2486164.14980572,1453906.79767169,780755.309324345,1362746.80138517,62.2099438146888
"4529",78,56,59781412.948137,695862.180269266,2218361.67127594,4528485.09131101,5803140.08839924,6597407.87134708,5144655.82077719,4847345.59835751,4720093.71360923,4509932.7991172,4252044.92258516,4147188.86636866,3418257.07968992,2892573.9771411,2384715.48550588,1462878.10925325,786207.13496269,1372262.53816665,59.781412948137
"4530",79,56,55321141.8824612,638638.116590317,2000762.42194935,4180117.93556732,5437042.74531175,6284323.65803773,4833849.28423205,4455372.27676916,4334091.31228969,4143861.48093487,3912082.58441316,3813750.98269957,3132009.44295228,2638951.27715575,2171269.49794057,1351324.15159647,726189.055770776,1267505.6582504,55.3211418824612
"4531",80,56,56863548.029263,656074.311500557,2048728.15567701,4274991.26445333,5555093.97653483,6445950.64800084,4973403.23739572,4559340.13984016,4432347.99646904,4236247.60419645,4000052.45715522,3903750.79985905,3309403.79250689,2796606.00309044,2299051.354261,1362621.97924154,732085.99790104,1277798.31117983,56.863548029263
"4532",81,56,53608110.8947252,623277.80211049,1950295.72213804,4039891.80454099,5222241.64696196,5990100.0367779,4660413.51302376,4327359.48575642,4209488.25414093,4022862.23227817,3796035.11792261,3704702.6094321,3083759.8700364,2607847.61432281,2147118.04111735,1301839.28877565,699666.045165846,1221211.81022381,53.6081108947252
"4533",82,56,51499044.7715961,593714.641001021,1825824.36377023,3833643.71249969,4997135.68167522,5846767.82298585,4525017.35428374,4195456.08700936,4076841.86656705,3894956.12966764,3675823.50420571,3586498.10980788,2944827.76536606,2480359.97883369,2037993.59281388,1207589.16561296,647112.063917741,1129482.93157836,51.4990447715961
"4534",83,56,50763607.5612815,587184.378785656,1822014.09160413,3785834.20298517,4906255.6884977,5674205.42949128,4412800.31399081,4096850.52102951,3984095.75515425,3807574.89606926,3593214.33806463,3506777.51417965,2923555.94631485,2470505.39302985,2035101.50475294,1275494.5310419,685557.17660695,1196585.87968292,50.7636075612814
"4535",84,56,51294708.8144346,594414.496053967,1831482.87466851,3829666.24470815,4974531.96375447,5781831.59043335,4489560.38392599,4145527.55985779,4029541.42146557,3850550.22898834,3634270.72461825,3545861.79209503,2947401.65149808,2489061.99923732,2048581.81267096,1253488.99161467,673461.412596898,1175473.66624729,51.2947088144346
"4536",85,56,47473944.0627579,545383.358619304,1663760.90245042,3512725.95491953,4608602.79494296,5420720.05072918,4171280.66898935,3855443.01597503,3746535.81530725,3579736.76194694,3378961.87071512,3293531.79491546,2733074.11951244,2299190.41422564,1887909.52453327,1124216.81650855,602046.207392828,1050823.99107466,47.4739440627579
"4537",86,56,51246997.2762199,588422.964380469,1796079.16644674,3788367.54032192,4912533.41389749,5749058.33430404,4495523.65128778,4189694.85804062,4070247.49082091,3887265.35598739,3666892.25524301,3579613.68729598,2952172.93080474,2490895.15581233,2048657.60038767,1227189.01280324,657233.954905191,1147149.9034804,51.2469972762199
"4538",87,56,41133771.854477,474274.53375318,1431013.89764951,3014909.27836921,3952114.1631211,4670777.41931798,3619404.01963677,3356087.28487011,3259702.23338427,3114276.73070447,2938948.28894904,2867848.00080778,2336965.11440204,1967165.1908,1618288.04698933,1016826.77130075,544605.378942757,950565.501478666,41.133771854477
"4539",88,56,43904279.6940553,510826.730430289,1554511.55247432,3216046.82769979,4179452.25421712,4841239.57418581,3790227.18109703,3630095.98711653,3531019.22931983,3371428.68137341,3176485.29902988,3098002.62759323,2502342.77480694,2110617.70766981,1738591.58318016,1074974.59580694,574927.203989315,1003489.8840649,43.9042796940553
"4540",89,56,45584539.1939379,528203.797501138,1599511.12563822,3377119.6726691,4406237.89825231,5133652.11499455,4001464.7403894,3748513.30999877,3643288.59266464,3480094.87335832,3282006.92196453,3200635.56495564,2568172.33781005,2159349.94568134,1775924.25653028,1086041.64826746,580720.59561087,1013601.79765125,45.5845391939379
"4541",90,56,43328143.5256091,499615.885808602,1502439.60225726,3201815.29859972,4183726.50160843,4878124.40329712,3804196.25344963,3555580.22816524,3455189.79601405,3300271.04293926,3112625.05647981,3035661.65070058,2464874.24404512,2073783.89825855,1705097.66788493,1035616.1804251,553476.48679019,966049.328885513,43.3281435256091
"4542",91,56,43225664.4122869,498973.365325398,1494207.25452037,3190901.19123227,4175273.64659867,4896626.60357387,3809502.03536737,3522982.25260887,3422408.89613461,3269674.7897289,3085611.07580134,3008124.39959325,2475476.68860381,2083081.25108929,1711953.94439542,1045362.11614024,559296.752490761,976208.149082432,43.2256644122869
"4543",92,56,40190068.7423401,461710.996771878,1368093.83238242,2953301.27831346,3884933.03414773,4569547.20730574,3552378.45309797,3288814.79940686,3193973.33176259,3051861.82420965,2880358.83287412,2808219.97221083,2273455.28753654,1908227.73598077,1568138.04847546,983440.308754432,525826.087442281,917787.711667417,40.1900687423401
"4544",93,56,35986189.1925273,413134.225558191,1225473.8629499,2686067.37206484,3554457.41777962,4155025.22887087,3205318.7872805,2907675.79836694,2823934.99454656,2699921.03169985,2550903.95447124,2484848.76652254,2050743.8239487,1720099.30095093,1411018.4687383,849144.853836665,454728.642563207,793692.662378466,35.9861891925273
"4545",94,56,37376400.0325387,430902.550152027,1274694.85764888,2716664.69753267,3572915.99152169,4226004.87657113,3295042.29368378,3096380.50681858,3006826.33149509,2870209.684346,2706393.828895,2639232.37380533,2153027.29585799,1809470.14422177,1484610.55305812,849956.83349099,453142.696434069,790924.517005594,37.3764000325387
"4546",95,56,38389962.1111055,439638.024834101,1278444.18411091,2752453.62430831,3609325.83334773,4311505.76155743,3394462.02299088,3207313.25723153,3112145.63875271,2970307.74317689,2799626.70306238,2732411.03621531,2165552.59420122,1817995.64585684,1494970.72151907,935211.625176127,498502.017597849,870095.677166225,38.3899621111055
"4547",96,56,34687457.6538956,400934.400900734,1164745.86429014,2458319.26820037,3218162.97568593,3866623.36231421,3053952.20195344,2876863.60729176,2790256.1569253,2661862.78230995,2509086.60075484,2451856.88058876,2021766.8652486,1705113.90280087,1402882.72080844,853696.655387618,455789.35505862,795544.053376036,34.6874576538956
"4548",97,56,33615302.2708726,384045.397543564,1115586.0221635,2442047.46413986,3227317.12832247,3823546.5577267,2982338.54005724,2794326.32563335,2712303.20014961,2589884.6787514,2442418.95066336,2380664.906303,1891312.98515595,1584631.24033799,1300897.91529221,789506.621738433,420509.143443634,733965.193450295,33.6153022708726
"4549",98,56,29344861.1314456,336112.353591183,960519.782246676,2093067.08079981,2776441.22430628,3351341.49873334,2620413.73481238,2458476.42176153,2383203.27202691,2273855.54422478,2144304.80407393,2092395.94206896,1684828.99545548,1411590.42254672,1156688.29444655,651665.443070942,346014.943816527,603941.373463647,29.3448611314456
"4550",99,56,31880388.5914541,363626.595473605,1042523.88566609,2304601.74587681,3061478.45959044,3692310.40873304,2866417.41000966,2621168.42227203,2540721.7232592,2426315.54223423,2290586.99836602,2233497.86837204,1811956.99158791,1517824.95908926,1244641.80865581,755334.831171577,403355.716893306,704025.224203047,31.8803885914541
"4551",0,57,158044846.650362,1890223.21623049,7597224.14106702,12792900.376008,14682140.1372606,15254593.2699442,12546784.8295864,12014256.4518709,11728024.6760763,11196901.6749695,10542165.8361871,10407955.0961989,9784493.22462507,8647803.44949486,7252996.12568173,4637253.04994317,2574879.80531727,4494251.28990019,158.044846650362
"4552",1,57,152164551.749701,1810429.11600595,7260350.2198751,12472233.8495814,14415417.2828307,14986546.9303599,12186578.8571291,11516742.4285149,11247548.1766839,10745180.686222,10122463.0216974,9974595.75072339,9262540.20357202,8142661.93978999,6817997.97083823,4442595.34012935,2462525.08833749,4298144.88741038,152.164551749701
"4553",2,57,154766910.126475,1838308.38804813,7355270.96697648,12508240.1766272,14427202.5989807,15014500.2252553,12280376.8855844,11788007.2466036,11508764.2284189,10989954.3205031,10348566.4796108,10210744.3675953,9536804.68861905,8415405.84525706,7055938.03582239,4553815.00139276,2526027.41734078,4408983.25383875,154.766910126475
"4554",3,57,150299521.71772,1797175.4342355,7173762.16307757,12262679.1249169,14196014.0804198,14784286.7743744,12016590.0718734,11362079.9665265,11099679.6078191,10603695.3657255,9987606.47547627,9835415.41114854,9157982.78493179,8054259.71622724,6747121.66343987,4449666.00707461,2466472.4211829,4305034.64926954,150.29952171772
"4555",4,57,148117889.681969,1759175.96971874,7005773.12903128,12107985.9063891,14060791.7395826,14657341.5135676,11873326.9166501,11242937.9228164,10982435.8885723,10491529.7967008,9882543.13782981,9729982.15799223,9038754.22420852,7939929.40045707,6642832.02100563,4249958.10814617,2350309.8737778,4102281.97552319,148.117889681969
"4556",5,57,149403071.587411,1775746.97018864,7055894.63474624,12187059.9738316,14128068.2234668,14734421.1179219,11981052.9037659,11333937.6953649,11068603.0393241,10573916.0969357,9960387.62850338,9811281.86681923,9087147.27451515,7983899.90806043,6683924.62599163,4377966.43645531,2425770.52684604,4233992.66467395,149.403071587411
"4557",6,57,150784565.788609,1794209.240587,7114649.85206671,12209793.4331791,14142274.0455077,14759001.9616013,12036170.807513,11473057.6515892,11203621.0810697,10700196.3848894,10076731.582542,9930243.19706599,9245847.26364373,8138236.9610321,6817076.41028034,4420506.72489128,2448785.56717844,4274163.62397204,150.784565788609
"4558",7,57,144835188.27091,1726426.14494282,6825693.38736795,11817082.9918001,13780006.3543736,14404003.911071,11630952.5533081,11058990.2020492,10804284.3829989,10320926.9858169,9720510.78528778,9563995.49112128,8789849.74801725,7699907.77507038,6435109.42408302,4081223.63789579,2249645.07735533,3926579.41835033,144.83518827091
"4559",8,57,146424863.888277,1738851.26260831,6861472.01366301,11903040.5085474,13847688.3279308,14478268.2368886,11747457.7750002,11141591.3934261,10880817.5141523,10394916.5939473,9791830.41876433,9642457.0457317,8901057.79756952,7811194.5246227,6537022.89643601,4268927.56865122,2359662.95698255,4118607.05335504,146.424863888277
"4560",9,57,147111766.406367,1757315.10904183,6920134.61308047,11957785.6696163,13896498.8463713,14531079.7845615,11825788.7039323,11286143.4421802,11020388.744159,10524323.9787639,9910219.45058277,9761239.24983669,8928699.34319439,7827802.99817256,6544720.94741085,4141703.66291136,2286687.60280951,3991234.2597422,147.111766406367
"4561",10,57,145565871.43023,1725525.29290851,6775219.1607606,11745305.4698362,13676594.718577,14325204.0067898,11650049.796416,11209009.3830666,10944417.9407658,10452489.8849468,9841927.67080203,9696430.33130958,8806249.76356875,7720898.33980058,6460512.27150401,4188135.06160216,2312177.48133585,4035724.85623939,145.56587143023
"4562",11,57,143504378.098836,1710927.06735642,6698192.44200936,11581325.096802,13521306.9168478,14185746.5127428,11497840.6648164,11039416.0788912,10782341.4294571,10297684.2797041,9695614.74028201,9543487.68687063,8687382.57315978,7608241.20751932,6361966.59658144,4095264.49792493,2257445.63101638,3940194.67685498,143.504378098836
"4563",12,57,141008573.852145,1670232.47146371,6523483.56869817,11505298.318924,13481344.0042336,14151178.2212342,11406381.586488,10721081.0961057,10471019.771567,10006075.9562576,9428701.08946174,9272827.44638543,8522140.69938562,7457146.66845875,6231503.79570519,4036738.97948052,2230411.48918691,3893008.68910932,141.008573852145
"4564",13,57,138900390.848225,1651126.54489702,6433735.45981114,11308436.469373,13276361.8085828,13947589.5382081,11225109.3353973,10634064.5811074,10387710.8633883,9925504.48905879,9350246.34823219,9192797.77032456,8335545.56181435,7284001.55801291,6084719.89271123,3923072.95379931,2163735.9470524,3776631.72645441,138.900390848225
"4565",14,57,141400804.923354,1674515.68318609,6512288.79309802,11443372.9081881,13402844.419021,14089257.1316491,11395094.3606355,10783086.7789935,10528854.284529,10059587.8861257,9477895.3146583,9327612.29961479,8588776.84484446,7525136.93664162,6292231.18345331,4091569.28504332,2261467.05487273,3947213.75879969,141.400804923354
"4566",15,57,135316786.138372,1604123.50784057,6220415.41367714,11083473.6983219,13075774.6367368,13758306.1528591,11002395.8883503,10309382.113324,10073413.8578533,9628054.23652587,9073252.13947821,8906989.06017453,8114447.56346402,7066480.00493293,5893143.07413741,3785077.14915924,2084218.10733898,3637839.53419812,135.316786138372
"4567",16,57,138171815.338332,1640075.69606971,6348970.97793486,11148480.4819908,13107560.8470329,13787191.3282896,11112591.4017042,10591458.5971344,10345966.5604535,9884384.8002655,9310082.49915713,9154313.37404051,8343433.26100005,7293859.28084059,6095145.8964553,3979958.74273885,2195779.80680522,3832561.78641927,138.171815338332
"4568",17,57,136971955.008099,1627357.51633018,6274646.38761348,11087921.5379109,13062208.679418,13784873.7481163,11090202.5677339,10416075.536848,10171536.7918071,9719812.68854222,9160320.47342027,9006405.62524037,8337829.69951876,7293292.00783851,6090793.13745815,3917074.01555719,2160544.05941409,3771060.5353311,136.971955008099
"4569",18,57,134920572.071452,1596853.76290571,6143094.64523351,10956901.0850743,12941812.9745739,13662093.8911559,10957337.8968747,10274733.4992148,10034872.9226956,9589631.70540947,9037984.44792003,8879936.40384716,8210027.19474149,7170242.44706655,5982379.16311349,3774020.29685339,2079334.3749176,3629315.35985435,134.920572071452
"4570",19,57,132597417.502126,1575128.77098635,6046812.93916272,10845076.6856447,12841559.3578929,13559101.4382261,10837375.9350279,10121697.5508305,9885622.9325875,9448526.94084525,8906191.45198047,8746131.52401134,7957015.10927628,6927567.5993887,5773715.12045043,3635205.73581549,1999943.54926187,3490744.86073731,132.597417502126
