"","relative_coverage","vaccine_efficacy","total_mortality","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75"
"1355",0.54,0.23,72977.5962228866,102.4070148151,398.2064887425,330.1693932914,389.6388891594,2532.3592231606,5146.5199681371,4861.661333485,4745.3668887365,4534.5984292105,4273.2949794303,4204.0432374575,6265.0958679041,5472.6934411698,4570.3074687528,10025.200192518,5509.5482539303,9616.4851529858
"1356",0.55,0.23,70795.568260907,90.2228406175,350.5449373419,318.9890821053,378.1401804742,2503.3924744055,4990.4589402015,4577.0016603155,4474.0114387983,4281.2416212029,4039.3994676171,3956.9350764927,5941.5779245114,5173.95885112,4320.0262087552,10105.7185111844,5570.7102957675,9723.2387499965
"1357",0.56,0.23,74043.100794428,97.4048273165,377.5397398789,300.6381283979,358.222380069,2731.7261856613,5529.0668923121,5201.5289546571,5078.4164994878,4853.9346746138,4576.879910915,4499.1110745343,6057.1611267298,5279.0495708556,4393.797605626,9841.2589937891,5415.329893903,9452.0343356807
"1358",0.57,0.23,68526.0430513876,84.3412218029,327.4623359647,286.9716304247,342.7511042408,2450.4825078441,4930.5322652544,4726.6352205589,4618.7110649054,4413.3999824787,4158.819251595,4086.2519381503,5310.4055589589,4624.0737663396,3853.7355572134,9694.9851904654,5323.9488028894,9292.5356523012
"1359",0.58,0.23,76596.8513223987,84.549604848,327.4403057961,295.1223784234,349.7319652271,2547.2663290957,5315.5292713465,5092.1216987518,4969.3541180504,4745.0426196071,4469.7306755122,4404.4805070887,5895.9479525378,5155.2675333065,4301.5124000149,11411.3338855574,6276.7843749816,10955.6357022536
"1360",0.59,0.23,71994.4876469602,106.5494232851,411.5234029058,307.9450233302,364.7573599852,2430.283647888,4970.8386395914,4780.8156216307,4666.2682079269,4457.5291394742,4198.321645478,4133.1945586743,5783.9218844219,5035.1693821414,4194.5723630162,10418.6637730908,5731.0443767711,10003.089197349
"1361",0.6,0.23,73361.3439367555,86.5944159248,334.6089212539,293.3092878378,349.8509499679,2522.9350304024,5187.6852796081,4851.8248877032,4739.9673598997,4529.8474105172,4270.3492594462,4191.3384453485,5863.0337430064,5106.679978063,4250.4607039996,10681.9153002401,5864.6520984378,10236.290865099
"1362",0.61,0.23,78257.7234819957,96.8193309186,372.7666627088,294.5427445666,349.9164847367,2813.0609946565,5848.3984584141,5479.7252835486,5349.7015794675,5113.2426839316,4819.37905659,4734.9479197346,5378.4985988017,4660.6455424482,3881.8393117142,11575.3469951028,6370.2023654305,11118.6894692249
"1363",0.62,0.23,74224.4873105322,91.1020339106,350.586183472,286.5045174824,340.5729050985,2609.9078770679,5530.8293619297,5326.8266077016,5200.6160131604,4968.8276214207,4679.8526513452,4601.9447379006,5800.355348784,5053.0943261882,4219.1378449572,10017.3022416947,5517.1950179702,9629.8320204484
"1364",0.63,0.23,64346.511728499,89.274140518,343.0842157189,282.7996156132,336.7141034143,2383.3610763026,4846.7039594546,4724.5365154838,4614.5809247466,4407.3695042845,4149.4990649239,4076.384086809,5653.5732656857,4908.8527336562,4085.1986042966,7785.240937777,4246.8299617213,7412.509018093
"1365",0.64,0.23,64612.8615034063,85.9710317868,329.755600018,276.3436795641,329.2790876792,2310.5379269748,4733.1423624829,4431.5330102416,4327.9454352984,4136.7855426074,3900.1418147759,3829.6501520637,5307.6402631066,4607.4066529782,3833.6801648439,8845.4699449577,4854.4742717082,8473.104562319
"1366",0.65,0.23,67153.8069365357,80.5733023657,308.850324335,284.7224225347,341.5117144078,2407.4494758373,4939.041184401,4519.2502042545,4412.9175135679,4222.9317517313,3986.9304287571,3913.5069298582,5678.8191929429,4954.1627053269,4134.4134180342,9140.8210275687,5036.7145542908,8791.1907863218
"1367",0.66,0.23,62264.6120498129,81.6768792777,312.3554132493,291.7311991435,346.7319382952,2296.5712383922,4689.7111025389,4339.0360128713,4236.4919946624,4050.2796379363,3819.6378123944,3747.3637612559,5434.7740273753,4712.5011399585,3923.2043735794,7976.0254817267,4373.2881350841,7633.2319020719
"1368",0.67,0.23,69043.2596117701,81.061884003,309.5492567174,312.2040797909,370.6885036742,2534.9950925057,5190.293912231,4959.3174160149,4842.8487237572,4626.3489610008,4358.2283335631,4283.7529696191,5851.591972248,5102.1202846468,4249.4964964889,8773.1308900968,4807.1416088698,8390.4892265425
"1369",0.68,0.23,65056.6229046547,81.9485315918,312.2488601115,284.5637041159,339.1995559964,2419.5784291017,5131.7682526413,4798.5433661505,4683.7082369248,4476.5713350044,4221.2160739436,4147.4448214045,5089.6609520579,4440.9525141347,3698.7710130658,8332.9752140989,4588.5381268833,8008.9339174277
"1370",0.69,0.23,66381.1477158963,70.7620492733,269.1369104441,258.135682776,308.8418081577,2368.8271182781,4935.7793370167,4647.696553445,4539.0574323801,4337.8673789061,4088.6263567464,4012.5166781566,5462.6255451391,4755.3024354552,3957.1269378976,8922.5938893648,4897.6999316401,8548.5516708195
"1371",0.7,0.23,75332.7380990212,79.9274221329,304.4238890321,297.0176676486,351.3683857197,2609.0037133836,5631.1330212705,5231.0089819884,5107.6976816831,4883.9388374988,4605.2766798333,4524.0766521756,5711.1479160627,4987.6631391598,4170.2922133547,10675.2883550272,5887.4282882956,10276.0452547548
"1372",0.71,0.23,67614.8621896587,74.0369203144,280.503735587,287.8259691151,343.7210974839,2392.227647079,5030.5396208422,4714.2598812152,4603.2882774559,4401.6996241575,4149.9704890369,4071.3115909443,5278.4253583326,4588.2267030081,3829.8699272959,9384.5355713733,5166.5723297629,9017.8474466544
"1373",0.72,0.23,58926.9328771608,62.8872368818,238.1662187849,248.2269097835,301.0518924642,2070.4548241387,4356.5889131676,4060.1227999239,3967.5082175183,3793.8427686278,3577.4050340316,3506.0835648534,4896.1097507358,4238.787690771,3524.0810970914,8021.7814467961,4394.1645672629,7669.6699443279
"1374",0.73,0.23,58839.7974444604,73.3795093001,277.2327165245,273.8066574349,328.103649941,2060.791887303,4167.8884701463,3888.7070416745,3798.0099890258,3631.8746097479,3425.0697984006,3358.8369895923,5153.2131668404,4464.4262219017,3713.8780642059,8061.6291435186,4430.266486141,7732.6830427622
"1375",0.74,0.23,61918.0031318178,66.9909133893,252.4652329788,259.6055321047,312.0107251529,2169.1490983579,4574.4226108391,4300.7231363437,4199.3398818712,4014.623286702,3785.393513718,3717.5495373844,5469.2213704224,4754.1165827718,3963.3582811393,7988.6907541785,4403.8199015004,7686.5227729635
"1376",0.75,0.23,53275.2264034332,64.8152410758,243.3526929963,241.5670716396,291.484684802,1970.2512841196,4121.6814777659,3780.3012538753,3693.3657351269,3533.4317524971,3334.1207847815,3264.8628287853,4640.7497258317,3995.8942070552,3314.486574232,6697.1668944502,3674.3697433626,6413.3244510362
"1377",0.76,0.23,64049.2566246869,64.4448864119,242.3847323214,258.2720408374,309.6496089632,2357.6695045275,5118.8515765331,4811.6237500212,4694.7448376361,4486.1816272612,4229.2033087883,4157.0557952298,4932.6656865526,4273.6807370039,3548.8810944124,8208.5104775953,4500.3786191536,7855.0583414383
"1378",0.77,0.23,55273.8914494458,60.0141156768,224.4972111589,225.0253505618,271.4265281715,1884.3261543955,4026.200811732,3843.5242291626,3753.0649953645,3586.5517784043,3380.5452604595,3318.9083528793,4915.4252769721,4283.9123552417,3564.6054395623,7159.906116468,3925.0646513666,6850.8928218687
"1379",0.78,0.23,61390.2377917924,64.9537078553,242.8563520413,225.9353269786,270.1228171695,2132.264582193,4652.5861997042,4455.9907546256,4349.965712934,4158.6908687486,3918.9747391161,3850.1288162245,4858.4437469704,4219.2073063684,3523.84076011,8154.02893736,4484.6469907642,7827.6001726289
"1380",0.79,0.23,59060.7872233913,59.3486466491,221.7468378177,221.9249348002,266.2891750611,1989.6067344236,4386.9211750541,4130.0983476197,4032.414225342,3854.4564518437,3633.928926691,3569.418279227,4628.9633414915,4027.0017576083,3351.977888048,8261.6535220496,4525.7299114756,7899.3070681893
"1381",0.8,0.23,55255.2901279533,65.9192865128,244.8599119225,216.7254213986,259.9614854135,1969.3532362356,4246.546985779,4009.1823793312,3913.6532310055,3741.193781006,3527.2128977687,3462.6967408527,4573.7626105186,3959.7080575917,3292.1982718755,7102.9593829149,3886.2359983003,6783.1204495264
"1382",0.81,0.23,55277.1852807891,56.9248978535,210.6342294779,194.8673347596,235.4146078733,2067.7809986795,4516.29346984,4322.262343476,4222.9779789816,4036.5052008567,3803.6416831634,3728.5710601326,4347.1127975133,3763.5289893644,3129.7598588012,6648.3035285387,3639.7346297171,6352.8716717604
"1383",0.82,0.23,56340.816426244,62.0625785846,229.1345839062,224.3360286202,269.4895763048,2015.3304038787,4291.5402555416,4214.4452293769,4115.1217741364,3929.3638693154,3698.9595241197,3634.1002451285,4797.8921912102,4164.7077247055,3466.5878024402,6906.3427746732,3759.4960615696,6561.9058027325
"1384",0.83,0.23,59176.2580624112,58.3466781105,214.4120992616,255.7054090014,304.9101028752,2205.8661956512,4964.9101121429,4707.2357295952,4592.2586005006,4387.5946241277,4135.2200199361,4067.1744677006,4944.8495733473,4301.958782625,3583.9481495009,6578.4074271993,3596.3364991949,6277.1235916411
"1385",0.84,0.23,53937.6270109712,60.857410571,223.4809499676,211.2343329414,255.926935856,1949.3407234557,4174.1587257627,3830.960509778,3740.9711404018,3580.2392495931,3379.7919637439,3311.6378832212,4356.1656934318,3762.2573793542,3132.0373728566,7162.6968285841,3935.9600197707,6869.9098916813
"1386",0.85,0.23,56412.0445010376,55.0951476228,201.5942578714,222.0051527185,267.2610548418,2036.1553167453,4549.5281624514,4273.4687766368,4171.5708411395,3988.8059757413,3761.314905088,3691.691240414,4453.6909089873,3864.5828588633,3218.9728173059,7040.4933797145,3866.7334111498,6749.0802937462
"1387",0.86,0.23,52695.910477041,51.6513339751,188.0170278368,223.734361712,269.9385965159,1951.3113080698,4274.8120623473,4021.251100818,3926.3032952223,3753.5026522664,3538.9697742636,3470.7250360954,4329.5742432455,3741.0423123098,3107.9638853878,6333.4485829795,3465.2837247444,6048.3811792515
"1388",0.87,0.23,57861.0734747766,48.6044045418,176.4217717328,205.455665511,246.7729249177,2021.5874421763,4598.5395630868,4460.2244374464,4354.3804514494,4158.5999349554,3915.9476475063,3847.3328301365,4695.446988952,4080.7229490185,3400.0269521405,7054.560736578,3859.6798605862,6736.768914041
"1389",0.88,0.23,51559.0304296708,50.4753270227,181.7476755423,199.1686878021,241.8822346171,1878.7643375511,4047.3003862661,3719.1163741756,3631.5017084252,3474.8788464208,3279.9631159261,3212.7770803718,4151.675800868,3591.5380899943,2984.0131965903,6750.3969065031,3702.1018875371,6461.7287740572
"1390",0.89,0.23,52183.7600506554,39.1821263644,140.529067567,186.0575770548,225.6825537493,1917.6564343107,4273.214394957,3993.1296896522,3900.3495990457,3730.6058270547,3519.7289875076,3445.4454299968,4554.4336000017,3935.739095205,3265.7820456863,6034.1664652998,3286.2191902533,5735.8379669493
"1391",0.9,0.23,47564.250954591,41.7696836004,149.2061484952,160.2178359135,197.1647185875,1711.8835598358,3977.537672181,3755.1328657459,3667.3938304074,3508.2833961102,3309.7367780554,3243.5281696452,4015.6962848415,3464.0178691544,2879.6089918601,5389.5045351161,2948.023922602,5145.5446924395
"1392",0.91,0.23,49580.0913293082,46.2360400957,164.4623949446,188.1624002376,227.2170741318,1814.5785139953,4073.693160426,3912.6585075873,3819.5728029998,3649.6641274995,3439.2038626729,3376.4677410816,4328.9650228063,3755.5734294993,3126.7559100409,5465.8477922532,2983.5244538925,5207.5080951439
"1393",0.92,0.23,46064.8477299141,41.4263807743,145.6047536952,209.5024455551,254.782501749,1662.323211362,3718.1812202801,3410.4128809716,3329.8964439756,3185.9667757303,3006.9038781033,2941.2647256855,4154.1181694062,3572.0012174345,2959.0944581927,5391.556836879,2943.7416139914,5138.0702161283
"1394",0.93,0.23,47499.0702581728,45.4558490706,160.4546723986,178.5300540331,216.8209688891,1697.1462045913,3821.3957104172,3555.7303869704,3469.4236638142,3316.6693514919,3127.7007636881,3064.9877227867,3874.7345171486,3342.5763664459,2777.2542992219,5938.0506690346,3246.1823173372,5665.9567408333
"1395",0.94,0.23,39805.9815284994,39.6059467926,138.8645421916,165.991661549,205.7983432535,1485.6073322868,3244.9226464149,3099.7946136309,3027.3403296154,2894.9962666584,2730.2237253754,2673.3048229686,3588.1913347582,3086.3761977708,2559.879665067,4357.6430092451,2370.2885015219,4137.1525893994
"1396",0.95,0.23,44815.162037135,37.3930139741,130.6949581251,173.2336452532,209.9891648757,1646.1898382252,3647.6514136359,3430.7076512963,3350.0982372728,3202.9942461697,3019.2726109596,2957.6185442848,3681.3710480191,3168.7954532853,2636.5551676267,5410.4543242029,2954.7894239783,5157.3532959503
"1397",0.96,0.23,45904.4232627727,38.435328983,132.806264042,166.259246319,203.586756854,1837.4534154295,4174.9149517136,3930.645644823,3838.4113068849,3670.176807597,3461.0621532357,3388.6576363725,3432.3549453358,2947.7212328446,2441.0057905923,4901.3291163228,2673.3973174661,4666.2053479569
"1398",0.97,0.23,46086.5592827426,37.7396530795,129.4774633171,163.4143041879,199.8656115091,1805.7991819032,4144.1138432764,3778.3922235795,3690.2335887877,3532.6354820201,3335.380660554,3259.8809283869,3503.4443694013,3013.0065338005,2501.1175386711,5186.3570219776,2843.1701778789,4962.5307004119
"1399",0.98,0.23,43862.9615267075,36.4093274008,123.2179368846,154.7393988977,187.8092277047,1579.7967246971,3657.4374303182,3375.5652646506,3294.3635493777,3150.8822764995,2973.3450347888,2915.2866476056,3974.5645550336,3440.3003807517,2862.3654609254,4850.9043559226,2653.8634166721,4632.1105385767
"1400",0.99,0.23,43370.4359933448,29.5927788549,99.3491336041,159.7059348386,195.0701528649,1619.7120048886,3911.2036958061,3610.9187495628,3523.3014493275,3368.7933082944,3178.5575696074,3117.4481070551,3948.8461559155,3419.0973949726,2841.0860962447,4142.0257513569,2260.3915139783,3945.3361961725
"1401",0,0.24,113939.159372077,180.3817036392,724.9938366,516.5313244771,601.1562372073,3741.329306611,6771.3600025937,6288.126436599,6140.1000727312,5870.6712357459,5536.7415719108,5457.6239870187,8421.0032692553,7366.1591384373,6157.499134081,19857.173061219,11039.5821637357,19268.7268902149
"1402",0.01,0.24,119288.82250172,186.7460731414,750.3132268032,539.5416779675,621.7448960283,4009.8296259585,7409.5813572529,7068.7844420857,6900.4997690111,6590.353465843,6207.2093804277,6124.4358684377,9435.4876454824,8328.4684222337,6981.7224450847,19077.5075066629,10583.6549603612,18472.9417389386
"1403",0.02,0.24,120350.269318439,189.2029993856,759.916338763,551.3854478197,634.491542764,3759.5553065395,6881.2125197913,6668.4624455678,6512.6076185803,6217.1715499931,5852.2164117836,5772.8903829788,10020.4366568333,8836.7521427352,7402.163581219,19949.5364944712,11051.9513615907,19290.3165176228
"1404",0.03,0.24,118413.253545484,200.3174855144,804.2319316133,564.9199200374,649.5591264551,3326.3614228092,5983.3276251207,5546.906305701,5417.5421462486,5177.6482371767,4879.1008863003,4803.6803033619,9357.2999011667,8199.8694977457,6869.0738596739,22440.1490567033,12454.6494275272,21738.6164123292
"1405",0.04,0.24,113737.727552554,184.3501069632,739.8138825356,525.1691473625,605.8601994722,3936.9839462371,7334.2746483981,6970.3864392182,6803.3535779857,6499.4338955554,6122.9258193163,6044.8024467994,9261.1157795919,8150.2613720856,6839.048995081,17328.1505368758,9613.0208636126,16778.775895464
"1406",0.05,0.24,111815.84783398,193.4112632091,775.9047607747,522.0108437224,605.1585991329,4103.0996677469,7572.3661797013,7071.5696662367,6909.372703213,6604.1333863422,6223.9124728069,6122.5209656477,8714.3835354137,7644.0906389057,6393.2593699268,16802.893081911,9309.2293595791,16248.5313397101
"1407",0.06,0.24,104964.079726335,169.8679672494,681.1818711114,512.5381972169,596.9066223244,3859.544487365,7097.8679577128,6836.9780791158,6678.1609228985,6379.3998407321,6007.0344652466,5915.6657989455,8841.6832507207,7707.4767668006,6436.9230643092,14858.614402405,8153.2960532739,14230.9399789076
"1408",0.07,0.24,111181.371447857,197.1734749231,790.33773482,511.6211648055,594.2482776728,3541.8213186561,6492.5990883995,6238.2663777019,6092.1355896028,5821.2167043233,5482.8914942256,5405.34868004,9316.7070595198,8192.0374354347,6869.9405913106,18110.4201683974,10025.6385664735,17498.9677215506
"1409",0.08,0.24,103598.007796418,189.7166407678,760.1459537629,580.0008241371,673.7724924031,3666.0017811184,6589.5529902101,6226.7513481085,6085.4034178126,5814.5517366502,5478.750574163,5390.9840946265,8564.1512705064,7530.9311597778,6303.48637754,15781.3405806463,8728.1550141978,15234.3115399893
"1410",0.09,0.24,107575.956393665,167.8907703833,672.3724856189,483.4188818288,561.1765226313,4016.2531356893,7565.6676059777,7214.4560764872,7046.5054333878,6728.4634981772,6336.465438278,6245.6734110746,8849.346357418,7805.0652231602,6526.7763392893,14811.5632943621,8211.8026979175,14333.0592219843
"1411",0.1,0.24,108463.025551458,188.2126875736,753.5145228777,495.5951127539,576.6200669034,3869.7333809571,7192.3855234553,6837.5648181575,6677.9026992341,6379.8365970477,6007.9357210564,5912.6868485921,8182.1916562126,7131.6179279749,5959.5915919019,16841.2832298763,9272.2924595997,16184.0607072836
"1412",0.11,0.24,117246.564555471,186.448048229,746.3718903178,498.5239940007,573.6629140748,3615.0495701125,6829.2941168292,6537.1343350811,6381.2998792644,6091.705181209,5734.4520091461,5658.1968186909,9515.7315422952,8387.7987173736,7035.6326867096,19595.9419234475,10876.0413604717,18983.2795682177
"1413",0.12,0.24,125818.9564864,179.2619591661,717.1489180391,498.5267940814,571.9438439283,3955.1999665244,7531.9800620015,7252.1357233498,7074.8789373823,6755.3296524823,6361.4561202569,6288.0876876617,9554.9968948758,8437.0806126562,7072.3596080598,21232.2267865213,11778.2787129565,20558.0642064571
"1414",0.13,0.24,102945.168583503,169.7287700689,678.6308188704,484.5286003114,563.1301742734,3487.3350564669,6471.6321435773,6196.6462154327,6053.858180083,5782.7811653327,5444.9005946879,5360.3371420272,8451.7063167875,7396.4121437052,6185.2157503071,15965.45437492,8833.9327401753,15418.9383964761
"1415",0.14,0.24,114780.376813737,184.0625429805,735.5861674957,482.6261374152,559.4109747429,3599.5215587452,6769.299309362,6561.4799127437,6407.9773197249,6118.3549395774,5760.1447702613,5680.7761084743,8950.2677972145,7906.5551713639,6632.1625495407,19195.2424787076,10649.3323768763,18587.5766985108
"1416",0.15,0.24,99173.2743301085,158.4799714139,633.0079695104,487.1721294073,571.7465099198,3313.7950114693,6025.148765762,5686.5454489557,5558.9061028297,5313.9774903042,5007.5520675265,4919.2825251667,8246.7647117676,7219.0026144533,6035.7205783109,15894.1770655226,8778.9773981438,15323.0179696449
"1417",0.16,0.24,101261.13668378,151.9370996878,606.8076274429,470.891674052,545.1413913528,3390.5214658668,6347.2907917841,6109.0428253709,5964.2915271816,5695.0814542292,5362.7067057627,5287.3600805167,8283.1496242659,7293.8313963684,6100.8302998265,15797.4245955251,8688.9484978337,15165.8796267127
"1418",0.17,0.24,103255.264177502,173.5601962198,692.6938437835,505.0723825659,586.1818073908,3365.9053828267,6266.324266704,5892.3123408382,5749.4794884846,5492.8194416798,5176.6383391778,5108.8676718911,7889.055881097,6941.3992776917,5810.9775145164,17276.694300493,9589.5218686407,16737.7601735008
"1419",0.18,0.24,109715.75223922,145.5354589462,580.5670468704,432.4328439881,502.6159799201,3731.7324336014,7089.8095010604,6784.9530341696,6624.537240082,6329.4856913498,5963.5020932877,5881.5661125739,8626.2528707865,7600.9805380341,6373.3613566902,17079.8101368301,9458.8781070677,16509.7317939625
"1420",0.19,0.24,94939.3347009623,147.7717571979,589.4764788777,434.3173988003,509.7205699606,3507.9395527026,6608.704306919,6095.2094738738,5955.915404247,5693.9851473656,5368.527063789,5273.7146171149,7789.7215501226,6813.279376926,5682.1671214681,13723.1234517892,7556.4935187663,13189.2679110418
"1421",0.2,0.24,95013.247581158,154.9515360382,617.5201999701,441.8362185732,514.9865249478,3375.7750912585,6352.1696798527,6140.0969434501,5998.2307801584,5728.3671661479,5391.9115732689,5306.1963300651,7747.7637942857,6773.5565886936,5659.3808780124,13898.0332591743,7617.2162867032,13295.2547305581
"1422",0.21,0.24,97066.2718962736,136.4900094338,543.4625281814,439.8329833312,513.8393378134,3475.0317478526,6519.8684036766,6175.6815392954,6036.2670448793,5766.4766378652,5431.5229613658,5337.2907066513,7721.1477673812,6758.7433952683,5639.3675221848,14541.5821803575,8024.1468907178,14005.5202400181
"1423",0.22,0.24,93036.7057540477,141.6865894785,563.7331245454,464.4152430835,545.245647229,3348.9529018803,6279.2785235414,5867.0258353346,5730.9258925485,5476.8490145453,5161.1891192453,5072.2172286562,7812.9595585973,6796.346341234,5663.0619676154,13606.3851912239,7469.3201169757,13037.1134583134
"1424",0.23,0.24,103409.810546291,160.5277899818,638.9983485811,447.6013203388,519.3420180905,3345.7790641836,6370.447199321,6103.8091706669,5959.1594221845,5693.9042585709,5362.783803293,5284.7888748063,8134.7466514157,7133.1709110302,5968.8989203515,16807.4412873422,9280.3269309102,16198.084575223
"1425",0.24,0.24,98017.4099325352,134.2712691318,534.248779337,439.7515281724,513.9805031754,3483.0537903646,6637.5757703746,6207.1839206576,6061.7179217419,5791.9422489054,5458.8276616871,5373.7102805748,7991.5353377822,7014.2131864507,5861.7493928476,14517.3114916322,8012.006533514,13984.3303161859
"1426",0.25,0.24,92537.3585049358,155.1408188724,616.4592804134,463.1765329555,537.0891036921,3139.5694682855,5884.5347994653,5667.1958601543,5533.9134075027,5285.4868302229,4977.8161691734,4903.1750593893,7892.7600565258,6913.3380021069,5781.8682551669,13825.7834836907,7634.547010664,13325.5043666548
"1427",0.26,0.24,98630.2905403886,145.874166729,579.4376085054,465.5356341672,540.84981036,3306.1376721842,6300.0428887514,5970.5925467269,5830.0868293601,5566.8290764841,5243.200358951,5165.6547287111,7922.5242023361,6956.197779324,5812.4963730416,15462.5145503956,8509.554673377,14852.761640984
"1428",0.27,0.24,90420.7719715954,143.0058757937,567.486277908,469.8275113976,546.0492561225,2967.8796704511,5515.4377824358,5285.3547482002,5161.7679297776,4931.050504447,4644.2399488298,4576.2925196206,7561.9121360355,6627.4184410078,5544.0969809705,14230.3405814172,7885.3501102218,13763.2616969587
"1429",0.28,0.24,96500.1870887757,129.2274836208,512.7019398968,416.3918380728,486.357596436,3135.3987859978,5961.3457567128,5647.6495335161,5516.3585048693,5270.5663486196,4966.36198118,4887.8003364183,7799.4167663444,6842.7045925887,5719.9412950725,15572.7814988529,8608.9442432428,15026.2385873342
"1430",0.29,0.24,94866.6430931676,145.0954150135,575.3751079606,428.3086831802,499.4186182508,3234.6863200215,6204.7166190031,6038.4563011217,5894.6488709571,5629.2027990874,5300.875529419,5228.9759762818,7633.8506573043,6713.5681632726,5620.370491111,14167.2671439243,7850.0967481208,13701.729649138
"1431",0.3,0.24,99932.1629091982,144.5509895304,573.0319823666,385.1776324232,446.7576274746,3319.1894488288,6544.2811680083,6304.5846585055,6153.3832182976,5876.9463938991,5534.6585543731,5460.4946592264,7867.5901451538,6922.7667746244,5798.4404385114,15328.1232701492,8476.7252404035,14795.4607074224
"1432",0.31,0.24,96484.6594303996,139.3189449355,551.8624350639,416.704589654,484.1922957775,3269.5589845951,6313.2096804209,6005.4981378049,5863.6807349557,5603.9881047921,5278.8591886758,5196.941474082,7343.57291636,6416.3460456502,5371.9368289997,15183.7133774093,8394.0748390376,14651.2008521854
"1433",0.32,0.24,87662.6101422951,121.9863215811,482.6490573476,441.8313936047,517.7350948971,3133.9305253907,5886.7689675597,5551.6718127515,5425.1604453898,5186.8068415443,4887.3168002479,4798.8827941529,6822.3320700977,5943.3152040279,4961.2605304837,13317.6568190763,7351.6229733305,12831.6824908121
"1434",0.33,0.24,86120.9770072294,136.2599357732,539.0934534481,388.0859830723,452.7241736753,2821.2845485623,5398.0945073651,5190.2915090285,5068.5685554775,4839.864884928,4557.5671915656,4487.3356590479,7739.9823033477,6801.515726937,5679.486511596,12740.7423730261,7022.6295090327,12257.4501813465
"1435",0.34,0.24,88022.5972970396,132.0244984008,521.9071236416,402.6629159266,470.8905766121,3351.0618608129,6538.2867612102,6237.9015502398,6090.2071589079,5817.4074120842,5478.7661155954,5394.1159455459,7433.9366037356,6503.8342896809,5433.9471000549,11243.2834253705,6182.0607994273,10790.3031597932
"1436",0.35,0.24,85458.3652688783,124.8725455854,492.788414352,415.3200629484,486.3906748398,3119.7766805401,6015.5339252418,5704.7185148047,5569.1242562877,5320.6473390478,5011.8911594898,4934.1751317966,6744.0553062714,5891.6329365419,4916.8840251432,12221.1784481912,6734.6213893058,11754.754458491
"1437",0.36,0.24,92532.3703831701,131.2228311968,518.0701724775,396.0265278094,460.2388238768,3229.6767559971,6341.2167219182,5887.5481548658,5746.3063351551,5489.8985074135,5175.0420190944,5094.9635808549,7305.9946993849,6411.116796238,5351.5828794568,13914.6330617135,7677.8121992695,13401.0203164481
"1438",0.37,0.24,86252.4029708899,131.6692902373,519.5313989049,383.4735849152,450.4988689902,3036.7874480186,5842.4410381116,5376.5983698117,5252.6758988248,5021.4706633085,4735.2328113056,4652.1852404069,7017.6228251955,6132.0330215963,5119.9457291432,12956.903048935,7147.6573370353,12475.6763961494
"1439",0.38,0.24,86369.5099034818,130.3850717963,513.7859461925,416.6671125143,488.8067067626,2878.0255288059,5515.9805305208,5290.1042250955,5166.460044545,4936.521600144,4648.7967023263,4572.4255303727,7416.4090000453,6476.8247823682,5415.4225709459,12924.5773804635,7131.2603245808,12447.0568460025
"1440",0.39,0.24,95009.4314316554,125.4152672132,494.0864241616,392.3388394912,456.8472485351,3092.6790265457,6126.5112253531,5774.1477019887,5636.7155146423,5386.0992225205,5075.0047739904,4998.328994636,7239.9377328136,6362.099489837,5332.4844390383,15273.5741562062,8466.1532378579,14777.0081368246
"1441",0.4,0.24,87345.3669435618,141.0270814228,554.626944387,364.1861991174,429.2450926628,3186.1712974724,6243.2725592856,5886.8477143719,5750.7947802336,5493.5003214627,5175.8536906064,5088.0275049802,7188.7345741737,6274.3920674069,5230.5522176067,12106.5557021661,6640.7208663615,11590.8583298443
"1442",0.41,0.24,82424.4544782509,106.7158044042,419.7213890615,334.5256293044,396.7553271999,3025.3094213267,5910.6097392905,5437.1435225678,5309.9942073032,5079.8545336739,4792.6844608467,4708.9460476942,6291.4128777491,5481.5453995913,4572.3001072228,12145.1364342772,6706.3647871123,11705.4347896253
"1443",0.42,0.24,89683.767588444,126.2121397175,495.7655754846,352.56766281,412.4565100171,3116.2599662805,6184.3617770147,5843.3491758196,5706.9845734038,5453.3611442011,5138.6876753361,5055.2231822309,7009.1657223925,6142.6286908821,5139.8277846431,13291.1257928009,7363.4552178894,12852.3349975201
"1444",0.43,0.24,77981.7691008879,118.5441790634,465.2660696927,349.3808771915,412.3701990599,2587.4814499137,5019.4522961824,4756.8628393394,4645.9911893391,4439.2746969797,4183.0875054623,4112.8706376402,6966.9935263251,6076.2736439752,5071.1147653422,11480.2340426581,6300.1509673199,10996.4202154032
"1445",0.44,0.24,83991.2160223115,122.3039325359,478.7688324272,382.1995917047,450.1773677864,3000.5365414086,5889.7941938348,5514.6757406481,5385.4790779262,5147.1033195308,4851.5255698825,4767.4794368905,6656.4828168904,5820.6829229276,4863.8994678248,12188.1384374932,6728.2809381734,11743.6878344266
"1446",0.45,0.24,83753.0591337245,110.7060805316,434.3347540533,414.1962409286,484.618415554,2922.8235691467,5791.7707133576,5457.9388302324,5325.9118012446,5091.6422906026,4799.8405056635,4729.1425198067,5982.4798839356,5206.913446087,4355.6328871342,12951.7065446246,7173.1786467312,12520.2220040904
