"","relative_coverage","vaccine_efficacy","total_mortality","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75"
"2749",0.48,0.37,71859.1743702232,100.8212499878,386.004843648002,323.955118715391,388.243469515741,2420.30662553854,4691.16258885781,4318.21706454275,4216.82974273629,4033.09657795283,3805.17454953328,3730.10381210859,5742.75014686106,4996.81095200181,4162.26716068778,11381.3231519758,6251.17350490755,10910.9338106522
"2750",0.49,0.37,65706.4612766603,100.78628896819,385.952240727134,313.274540782515,378.826172878854,2426.49032726157,4682.19542781438,4359.00585248651,4257.57424103166,4070.44302339437,3839.00092373851,3762.3110186444,5454.14844454057,4715.59307829462,3914.5168077296,9195.84105962858,5044.94522753496,8805.55660120387
"2751",0.5,0.37,70771.3938724067,89.2084423172195,340.549391986132,329.892258936036,395.480892897248,2617.53097882906,5092.95966351605,4655.12347848928,4544.13301684222,4346.87628045293,4101.67319688663,4019.84712230609,5626.10437528718,4880.72285421828,4061.93335573855,10219.7201906894,5627.41908685402,9822.21928616033
"2752",0.51,0.37,68361.0351826141,89.233373385882,340.094504867941,323.368939266447,387.46920552304,2295.14672537064,4418.47159606022,4198.96004448146,4100.24410030811,3917.96910130824,3691.90590956403,3624.70341387447,5787.41457363641,5041.31120978342,4199.89045569637,10364.2208507877,5675.13233038492,9905.49884831478
"2753",0.52,0.37,71936.0659346481,93.5335323081608,355.865465717921,281.982125328425,338.762731552161,2805.075287771,5730.12936119298,5438.73188414982,5308.99925655753,5073.23934576408,4780.47616281625,4690.88213283751,6095.8624200543,5285.7300931336,4396.67520063572,8491.01796505177,4651.05347664829,8118.04949312855
"2754",0.53,0.37,67810.0490778209,96.0856320985057,365.259868701268,278.999533048198,337.057330126092,2493.99221084997,4921.29537280265,4462.06692097463,4359.92569356183,4173.52420994624,3940.85764037251,3853.04636634093,5167.48868332764,4461.09562295022,3705.91408351328,10042.5262760663,5518.61077781217,9632.3028553285
"2755",0.54,0.37,71277.4309601611,99.4034098855732,376.150000024075,305.362009069808,367.920121903885,2715.74702388911,5349.8240512114,4940.64102254856,4821.32480510244,4609.87314742816,4350.01690813748,4270.62946960282,5959.23015350932,5183.56326383533,4314.74517296229,9422.87247785306,5168.65156643449,9021.4763567633
"2756",0.55,0.37,59213.7095446857,78.6839913040237,297.275107107535,288.433598130755,348.948663343694,2107.92577791298,4069.61173668499,3816.35785675238,3726.11790803871,3562.49892890789,3359.8881556027,3294.50055685346,5021.84817439014,4349.19220816353,3616.86217056885,8524.6982149249,4644.41104518712,8106.45545081208
"2757",0.56,0.37,61666.5742142352,81.6932623560843,308.775807500649,290.813372706417,350.824794679917,2274.30666419769,4524.08629208098,4205.5698849245,4106.34963965412,3927.14633807955,3705.10526659655,3631.99797597836,5461.41180589078,4743.2868677731,3946.98418582492,8028.90933550032,4399.80240932869,7679.51031116261
"2758",0.57,0.37,66935.5055099508,85.6744900725922,323.159554688241,272.623024064209,328.466716491207,2459.99114221435,4973.41140220257,4572.75059451628,4461.71431015035,4266.86619997176,4027.15127736579,3949.03721996089,5064.18862730512,4388.09854788396,3649.49934308739,9620.81698876119,5278.62673665436,9213.42933456049
"2759",0.58,0.37,58944.7314335353,76.9908506152546,288.79850938254,256.86452668407,314.780206181677,2494.96344862092,4987.58974834193,4532.40581024922,4426.3416711125,4236.25424111475,3999.39102955628,3910.14320579194,4695.6081386357,4018.27110071516,3322.98932255797,6953.27248756697,3799.07673318205,6630.9904032264
"2760",0.59,0.37,65413.0260480877,82.5727228524035,309.605367076518,274.00781874069,330.897775043668,2413.60276493737,4892.95795360478,4628.38107585656,4520.89007627701,4322.53433881763,4074.63273505268,3991.03398468213,5494.88985524455,4762.73268965928,3963.63960995078,8553.02436002783,4661.44172614333,8136.18119412053
"2761",0.6,0.37,65933.1479235669,86.557155337329,323.903124870704,280.646808994357,337.571185773313,2499.97057748111,5045.40566968306,4750.37144015867,4635.98423619661,4429.62843292842,4176.37176868197,4097.49283038766,5644.96060158135,4897.48576074412,4070.60793432293,8268.9807219057,4511.95165222307,7875.25802229649
"2762",0.61,0.37,61894.0702106365,73.7108167010522,275.548837404,256.83370756817,313.172244217442,2169.23507594507,4318.5989980227,4048.66001228826,3955.2534593248,3782.03987525631,3566.33624267191,3492.71842969213,4922.12099560278,4262.30598852927,3542.31734137485,9161.86052238026,5009.56118857154,8743.79647508603
"2763",0.62,0.37,62240.1519783756,66.6402571409487,247.094273399841,268.49962700584,326.380345705654,2364.743490433,4742.74935798474,4518.54414856033,4409.63140251093,4214.59998420945,3972.82408528754,3894.15333439973,4867.72033447841,4204.4151986061,3491.02242819175,8265.98279150834,4511.20177863131,7873.94914032171
"2764",0.63,0.37,59056.3841175364,66.9460623958055,246.818949094545,247.727742292797,304.291080142697,2354.1924834838,4786.74435196087,4390.63881846156,4284.17380330333,4098.37558327743,3868.2925067876,3785.81517910821,4908.02376738982,4234.11104931986,3511.12511205724,7191.26947744436,3925.74979291522,6852.08835810127
"2765",0.64,0.37,55770.7625848073,70.5306237850164,260.972110653953,240.062669346016,294.492342018122,2053.49046256891,4101.20603626557,3944.27258190256,3853.0000434616,3683.07414072168,3470.75063186075,3396.48539001394,4563.17297429025,3939.09937977437,3271.76552958794,7464.47074971718,4066.37615693907,7097.54076190039
"2766",0.65,0.37,56662.3326871722,65.2295462785219,240.758100621635,246.638834658451,300.694004591089,2024.25049675217,4094.95387304006,3872.0378189748,3782.11082288526,3616.80177764759,3410.77405243618,3338.50377633726,4558.21722440185,3934.93685096238,3269.79650695972,7969.20775081718,4348.11950805731,7589.30174175077
"2767",0.66,0.37,55696.4775891593,66.7191878880071,245.107001256822,226.123809230588,277.559622738818,2214.8739297005,4443.13091138309,4041.10591797886,3943.46225036366,3773.57053399763,3564.67552302332,3489.01689092997,4482.02218252331,3861.01779744223,3196.3296699282,7160.07395666795,3901.65523816914,6810.03316593717
"2768",0.67,0.37,50504.4824264706,66.4652778582758,243.967194509895,234.126515953112,285.748307107454,1962.21153760074,3998.66234161202,3735.18139388818,3647.16022224631,3487.51115501503,3289.35216397949,3218.23172873469,4226.84199285377,3632.08204080494,3001.44914684387,6215.31589485435,3372.95216896753,5887.22334364088
"2769",0.68,0.37,49993.5997436716,61.5517078765691,224.407697831907,221.684196530106,272.834184736097,2049.15191760993,4130.25079822946,3787.98046498016,3698.18824476099,3540.32599827165,3343.74577380991,3267.74301660864,4251.5215746277,3647.13665505456,3018.92192431671,5792.31236158914,3163.75576973518,5522.0874571029
"2770",0.69,0.37,49026.2443359268,58.9991686526209,214.512427383882,201.174920107378,248.617709809886,1804.78178000299,3671.259263597,3351.30116040647,3272.61368756469,3133.65403440274,2960.07123997222,2890.70359481255,4159.40319010897,3576.12371999482,2963.81085994381,6619.79245500922,3605.79420199541,6293.63092216213
"2771",0.7,0.37,51065.8129284909,55.1427120158839,199.370501247635,197.251256730985,243.405285903607,1955.64081145328,4081.71767208796,3808.01330683779,3715.17823472992,3553.2939059254,3352.11654668204,3280.96501947805,4249.01439902998,3639.38900503125,3012.20429126608,6313.72151857693,3427.30191793019,5982.0865435639
"2772",0.71,0.37,48208.3838490751,51.3315101414535,186.187354097276,209.970639470667,257.866331858672,1799.53878788363,3690.84461776312,3475.60300390096,3392.00845173091,3242.67762075303,3057.89014986265,2997.91381924098,4300.97530962771,3713.93598922418,3084.06188483222,5909.26233769469,3219.29289326154,5619.02314773135
"2773",0.72,0.37,55130.5724629262,58.4311043704808,211.219266648162,230.485303401472,281.403450785661,2092.73934284281,4401.13410572136,4228.60957829397,4126.47489062604,3940.96269643558,3711.67882351991,3638.87999154685,4287.36488360548,3702.26078173501,3072.18144180771,6877.8910059562,3740.35663429961,6528.49916132985
"2774",0.73,0.37,50523.0888417712,60.0075016908915,215.316260014183,199.705999826314,245.811352383569,1949.53036656703,4037.52336311795,3770.84767171631,3680.46959904207,3519.06703774802,3319.471742389,3250.74389161391,4336.93130959986,3748.63302948162,3113.44708608686,6040.97895304169,3290.78922284371,5743.81445460822
"2775",0.74,0.37,52099.6864198944,59.3352814920348,211.941366837508,219.097329127733,267.317479945319,1894.90703984321,3926.12316763554,3746.98746221576,3655.2105049997,3492.43326466331,3290.83659735624,3226.12514474256,4409.65676316247,3806.69295164967,3164.25130775531,6699.83747101203,3652.96658004284,6375.96670741321
"2776",0.75,0.37,52415.7303207663,54.7717629925016,196.181689337735,196.046431569336,239.788757932372,2081.80521389016,4367.90100499187,4153.43414122207,4052.33656092888,3873.64470338937,3652.20976086281,3582.23336150998,3900.64851549306,3362.83417492892,2795.7244629586,6371.18963738147,3473.04771999321,6061.9324213839
"2777",0.76,0.37,49183.2381411891,55.4870160249524,196.691667753924,196.608501958288,241.760252148248,1797.54878898697,3769.91353370029,3441.38948188884,3356.64764727484,3210.83622216338,3031.12153539427,2966.31886375917,4063.66423009996,3486.27083665274,2890.70713810015,6603.59662148637,3596.77946405183,6277.89633974486
"2778",0.77,0.37,42726.0988091854,53.6980138727519,188.29228118376,200.876709395396,248.412741916608,1710.13609532377,3425.66787543377,3128.38637398534,3051.51917474158,2920.77150900193,2758.77648691198,2694.94361596374,3888.35200218624,3318.80398069791,2746.33571223297,4975.71917903786,2701.00858009791,4714.39847720188
"2779",0.78,0.37,46315.5714018058,50.9603364863983,177.389948947106,178.282056335672,221.372284317231,1794.74351343988,3827.26941862011,3470.52610986469,3385.35893183494,3239.96098494427,3061.17027386397,2991.85985160714,4070.72463184575,3498.62148299791,2896.50322004454,5394.28708986809,2934.53705997174,5122.00420681639
"2780",0.79,0.37,49115.0828315747,50.8225552104089,177.241137010485,199.546513036219,245.592156670582,1947.65871826174,4189.30437479548,4065.5037567853,3964.88019172486,3786.56460890373,3566.59826673955,3498.39483760366,4015.21119368813,3452.36079361541,2864.78741859718,5262.64550726383,2851.28192924676,4976.68887242133
"2781",0.8,0.37,48241.5316209352,51.0483220320116,177.750435805829,186.299997902527,231.231751517472,1792.61244376539,3834.6031777131,3613.49478875741,3526.74553572193,3373.37461103277,3181.19540243635,3113.17796732686,3634.38679580346,3109.36162069607,2582.12932129451,6355.43840154807,3452.54122067878,6026.13982690271
"2782",0.81,0.37,41284.379833993,44.7177809367591,153.98502411443,173.307702150997,215.621611256455,1574.85888205154,3380.90341441566,3129.76491769871,3053.7592650046,2923.26696192509,2761.02403056216,2699.82817892544,3501.82603043232,3008.46474163333,2500.00951115018,4871.1129673068,2656.03250119114,4635.89631323742
"2783",0.82,0.37,39694.7897123809,40.7286150714179,139.604092714805,169.857602021354,211.813745843219,1509.36074055779,3230.58160421226,3060.6182133951,2988.13232936783,2856.96831797654,2693.76987102481,2628.26165135654,3220.31054421302,2752.08321831069,2275.18667880873,4799.29764336668,2592.75853141759,4525.45631272256
"2784",0.83,0.37,45166.413595205,43.4594411092607,148.064481053315,157.948095009914,195.651541544716,1597.04940802968,3620.49672996333,3467.77965805389,3382.63322453812,3233.43950589137,3047.39291854935,2985.39030844228,3785.70825326839,3256.05040817919,2706.72953919354,5422.10559950632,2956.3818633998,5160.13261947249
"2785",0.84,0.37,43093.5236610266,38.0413059929287,128.749492825428,147.838057697318,185.272852835921,1505.02747732489,3187.91551380366,2986.29142848965,2913.5878877903,2787.21922803147,2631.11241696844,2572.71719327878,3417.51650987363,2933.54667127241,2430.27734470628,6101.93320440301,3324.25350193548,5802.223573797
"2786",0.85,0.37,34201.681889297,33.7711451237561,112.006561421743,147.385369876632,186.988680341253,1362.86596230021,2901.9249852691,2578.09246246546,2514.80430077007,2410.82989914224,2281.80298739055,2223.62410129258,3066.60216959086,2606.13075144049,2148.44512817938,3865.87047577647,2098.23418820153,3662.30272071469
"2787",0.86,0.37,38164.4642419779,36.5067177475779,120.490673091449,155.742242756262,194.635527017661,1583.28183782102,3434.88983734079,3110.5191251751,3033.55140858946,2903.04859735522,2742.39632319165,2676.44634109674,3219.46461139227,2743.35975557599,2263.63293829821,4005.96328907083,2163.79716374445,3776.73785271321
"2788",0.87,0.37,38513.5972934641,37.500660253861,123.631517668953,149.906219594306,187.346452142708,1364.68135711339,2934.45976380376,2796.9021111872,2727.37185605025,2607.62279217755,2459.20980191646,2407.52208848024,3238.61170920246,2781.82791593004,2306.3620197335,4977.79537873912,2700.07562763918,4712.77002183112
"2789",0.88,0.37,36894.9310208945,32.5398975367751,105.327984731607,134.245174817194,169.641727221173,1421.64740499181,3164.66806486873,2901.62365795732,2828.52592792282,2705.36733062414,2553.96237773255,2497.49988684498,2982.25920419287,2558.32339848357,2116.20702096646,4295.69696511491,2341.13233615592,4086.26266073165
"2790",0.89,0.37,42888.8976289037,33.5807707381784,108.096347318473,143.256826888791,178.473978497277,1597.71617158797,3694.12671453305,3559.20336535119,3467.70977107581,3311.26859966153,3120.20459283119,3062.21286806483,3302.96146873385,2837.14518611768,2347.75078471764,4878.64838782438,2639.50065197783,4607.04114298402
"2791",0.9,0.37,35670.9644342862,30.7760842914891,98.3681941808714,127.740571174447,161.625169965569,1302.23081732139,2926.60459917348,2769.37176562978,2700.15156845845,2581.58302126633,2435.22806872439,2383.07226722602,3056.44593097354,2608.41569460113,2156.30706765401,4155.12363431143,2250.26290836119,3927.65707097268
"2792",0.91,0.37,38303.80971637,35.6640822655195,113.544790313402,148.441980510801,185.920094899724,1510.80475125459,3315.58395601366,3104.44875299055,3026.82642627757,2893.32282595286,2729.87998667417,2673.00498428665,3115.04314287486,2673.00658847047,2211.81167597513,4258.21514555105,2297.74945097798,4010.54108108104
"2793",0.92,0.37,35443.8033446227,27.8007223394793,85.5100414091907,127.111083301755,160.697908658842,1424.5896925029,3186.66284522343,3047.46899867143,2971.72784573985,2841.98407177592,2680.16048100941,2618.98499994913,2747.30792911939,2330.47429160015,1928.329665575,3741.75139199033,2011.80095813661,3511.44041761989
"2794",0.93,0.37,33036.9597393737,29.6065130875481,90.4153537593922,124.551667474307,157.113031742669,1321.10956570518,2946.78105383709,2726.17705115186,2655.21017774329,2539.37071836326,2397.32301291915,2344.3060260763,2959.36617181017,2520.03821975769,2080.14073931316,3284.73343344052,1770.48124980743,3090.2357533847
"2795",0.94,0.37,33189.3534204766,32.5471171997674,100.679269607551,146.656792929425,184.148632411857,1333.39641456515,2939.02138455115,2773.86671076542,2703.87060611887,2584.4358290985,2437.52491178283,2384.43118497763,2931.57566499757,2506.49763931847,2073.81247510847,3249.12455148401,1751.19359044898,3056.57064511092
"2796",0.95,0.37,34636.1183550976,25.4715804582613,76.9396094872756,121.552489382767,151.556134048942,1290.42238103465,2994.53530622724,2903.82091059655,2830.7716826074,2703.16144613145,2545.45133292379,2493.95980454033,2965.34991378741,2534.40169710803,2099.52583716518,3583.72087524005,1936.12438557576,3379.35296878253
"2797",0.96,0.37,31527.5169015594,24.2077358535572,71.8792007378442,115.123911134359,145.891324359043,1253.81123778115,2867.46658238124,2613.86529837009,2547.00545922115,2437.12997031949,2302.55674706615,2250.84803758651,2731.87230453253,2331.71138275675,1924.92754233407,3185.1921948886,1720.69325950201,3003.3347127348
"2798",0.97,0.37,33922.3217349847,26.4565847395058,78.6666763782408,119.948683978194,152.058646558358,1223.79193514378,2811.20266844636,2598.53766898697,2535.18440151516,2425.83267776897,2290.2612000489,2234.76224745074,2892.51349242457,2474.46936168433,2048.61315784886,4024.23782172548,2180.2789351818,3805.50557510443
"2799",0.98,0.37,31876.5871158393,26.6519675161224,78.6463241971284,129.386386081509,162.642984321877,1238.44121281166,2736.54405459726,2600.05540893333,2536.27756216338,2423.94234747259,2285.30984245734,2236.01226628765,2726.22795737252,2337.85425831204,1934.52642370406,3391.32392986365,1833.14093391861,3199.6032558286
"2800",0.99,0.37,32256.7963006785,24.8744393647183,70.6479429922067,114.024898403466,145.763516820222,1221.07890433043,2747.37163166799,2581.77706976347,2515.95170135314,2406.19260273689,2271.06525019074,2220.40880890441,2639.90137919845,2248.57587543434,1857.36864024359,3712.84675795917,1995.66702522773,3483.27985608753
"2801",0,0.38,115300.091691663,192.764196666004,774.761835538298,584.23533440765,671.096568390317,3843.17529495981,7045.68494207069,6779.5180799396,6619.02140324641,6319.71424210127,5948.4777021968,5870.19459657792,9366.74980659891,8230.08498645291,6889.52737316281,18305.2430030222,10147.7458456394,17712.0964806917
"2802",0.01,0.38,119448.868309787,207.959608631376,835.341097525438,571.254268328258,654.073478498711,4276.14749138245,7977.49296192354,7474.02321273506,7297.74416786281,6968.28653455569,6562.32804970025,6471.77148410186,10612.8433615634,9377.40605552638,7870.956848987,16728.7757845338,9310.94231719484,16251.5215867366
"2803",0.02,0.38,112123.010585191,195.086814110969,783.083041749472,534.324454452465,616.789053508548,3717.39198317502,6813.12834322479,6476.25390646329,6324.04477487951,6038.44659975568,5685.9337629196,5604.51851975268,9270.65674894457,8173.53138698859,6839.97221903917,17918.7970401101,9882.28929955053,17248.7626365664
"2804",0.03,0.38,116486.450028192,181.195410166493,726.803581826255,516.955367038518,599.293319896708,3705.07582927502,6756.49652540417,6286.61848615756,6140.60992241006,5867.81027021295,5530.269029886,5441.38664405101,9180.97426740941,8064.44553515239,6742.28488984616,20139.3177654651,11148.3465760334,19458.566607961
"2805",0.04,0.38,112853.769870828,185.862212521566,745.168868244366,491.737516081901,568.988725207724,3619.50825987113,6642.01163403344,6241.91611845389,6095.85053800766,5824.7160158955,5489.22812422596,5406.73873208343,9310.5376800268,8196.22374994784,6863.98917673179,18699.6249971964,10370.5987176403,18101.0688046579
"2806",0.05,0.38,115426.137644581,184.807063769814,740.529589861267,513.757626842645,591.495510701039,3941.04596878721,7371.47950129317,7002.99168802569,6834.20736148924,6527.33270435721,6148.64210586717,6068.28571171606,9718.35889692319,8560.90124867025,7169.66739977132,17496.3108777499,9672.94889314263,16883.375495613
"2807",0.06,0.38,104767.696035351,163.276692588426,653.867077298132,529.381057128981,612.514690325488,3681.90037065498,6704.82361807694,6273.36630562941,6131.18497639421,5859.51508449585,5520.36587364074,5426.3028223948,9029.92419162605,7930.8664799421,6637.97740581443,15753.0807064491,8690.59507798913,15168.7536049023
"2808",0.07,0.38,111976.838575742,188.919885416484,756.031323155107,514.12757095007,593.141881662365,3691.35438696377,6865.10276162002,6619.00559277382,6460.85352021356,6168.56062534879,5807.61138881217,5730.80512896854,9318.709661018,8207.90766244906,6873.57071906137,17550.7309093366,9699.93243765895,16930.4731203329
"2809",0.08,0.38,107229.225087084,165.903532008039,663.185763682041,482.557501647535,563.045185555955,3894.52792998843,7285.95915851384,7024.3031578475,6857.22726091091,6549.28561402982,6167.70814794116,6084.43284600854,8599.07489191219,7551.5976049353,6319.48061269929,15504.6407046251,8565.64035249429,14950.6548222837
"2810",0.09,0.38,107999.476159579,179.167857984569,715.64887607883,494.894330975295,575.69576642788,3761.19153234188,7008.35262324811,6570.33984723628,6415.94819711325,6128.32201625625,5774.09907915587,5689.39826169492,9311.08479570725,8206.75813958445,6865.02204904794,15999.2870506018,8852.65287892216,15451.6128572027
"2811",0.1,0.38,102977.613599278,175.692878034101,701.650634815285,501.173225519052,580.834835131271,3351.60185189756,6160.85700575559,5914.20755839187,5778.37390780825,5518.07555457704,5195.47372538337,5115.67645722034,9073.36767124125,7978.05909846245,6678.50340202803,15987.1722535417,8839.04027346268,15427.8532660077
"2812",0.11,0.38,106237.926121579,178.885417724359,714.218160032164,513.649099763748,594.821272872928,3633.74906225629,6815.48662315817,6492.24250734589,6334.77726372952,6049.26231435858,5697.19823488101,5624.75312408239,8818.26069305972,7756.30037746899,6502.25474945367,16080.1433006782,8899.15136456591,15532.7725561479
"2813",0.12,0.38,107183.817404568,161.674179509982,644.671802648618,443.379059489071,512.421265579443,3546.16155692154,6689.33614568188,6459.60377353797,6306.98315546449,6021.46435570328,5668.79666424154,5590.98057448038,8703.42489510282,7663.88550440336,6413.05692800237,16847.866218123,9291.87343904165,16218.237886637
"2814",0.13,0.38,103719.788618837,172.824714943167,688.735274074855,528.673646408911,614.748112375764,3502.243314264,6400.33732160909,5999.57997619474,5858.62489647353,5600.40284519274,5279.3511858333,5197.58810990334,8173.92137886121,7165.58114075338,5993.3179154207,16871.5771190128,9350.942788268,16321.3388792472
"2815",0.14,0.38,103360.440251909,173.707892706483,691.594837145298,436.563790536393,508.981399636301,3363.95020261413,6264.44297919995,5879.12881780728,5741.03831827894,5486.07296112307,5169.31036069312,5086.15054941444,7950.87085127961,6952.70610494352,5811.03291915063,17392.0272447912,9635.26314986568,16817.5978727232
"2816",0.15,0.38,107116.690456922,167.303608793791,665.621369601176,467.271028614272,544.472717551673,3645.32022362519,6828.44320051699,6369.76527428276,6218.73746496713,5943.36512823178,5602.06965223933,5515.33135210206,8574.72453338182,7509.46545356446,6266.84957603321,16999.9409641819,9396.73802183131,16401.2708874035
"2817",0.16,0.38,96927.1503551537,148.566480952988,590.686127424557,479.730915773907,559.189833815605,3410.15859524623,6336.27921133979,6009.51366966902,5868.39394644242,5605.68161025924,5280.59359130199,5196.83961636934,8478.98192697953,7440.42110616693,6217.01952099248,14034.3324330583,7747.72107466936,13523.040694692
"2818",0.17,0.38,101903.952219401,176.779291769413,702.094163997709,444.371579537657,517.859812328047,3504.00542158693,6608.27156025454,6275.38161781671,6127.86632609994,5852.8284080614,5512.55104543827,5427.121223847,8687.02163491536,7617.10809278958,6371.97415651984,15141.5841782337,8354.68492166092,14582.4487845443
"2819",0.18,0.38,96118.1306295656,158.493329010787,628.559228258054,426.782262317091,500.870125016253,3204.88911145,5981.73659874457,5750.01329026229,5615.27904461276,5363.99032890664,5051.98190509753,4976.19610738901,7932.95270751447,6915.9774812303,5774.41608516039,15073.8763017366,8290.93630868217,14471.1804141767
"2820",0.19,0.38,103556.32869102,148.632952975391,589.247840696648,447.718661137135,524.640380476485,3823.64545812457,7242.22523630206,6760.50053179011,6603.58104810294,6310.53972569796,5948.35033822387,5851.57655756113,8056.02440072966,7063.07837354733,5898.57244306551,15216.2238130558,8403.72563104434,14668.0452984894
"2821",0.2,0.38,99227.5819467497,153.850606080225,609.616644169302,440.856184421079,517.213913610158,3464.82684848355,6491.66697914071,6111.03808885076,5970.3735369665,5706.23230247394,5376.33417948582,5282.76060809798,8143.9250069951,7109.88159334454,5935.65968252723,15046.3614691227,8329.1335259441,14537.850777036
"2822",0.21,0.38,100133.110391991,155.732309861428,616.514187000254,434.858688323284,507.771610167017,3575.24231931651,6833.53993026263,6383.64723885291,6231.73354751066,5954.61865099666,5611.31600839798,5522.0753491912,8129.63140410829,7115.98875854962,5943.72932983418,14730.0539395637,8154.17784680345,14232.4792732515
"2823",0.22,0.38,91682.5144501617,147.965912915438,585.581476796251,433.896829212587,512.386562336525,3295.94429390396,6126.74750180382,5712.28090940131,5581.36151374541,5335.19066274487,5029.65677265718,4938.76554174354,7742.85817224479,6752.12408803847,5626.72284427274,13474.9416401531,7425.48572064432,12960.6040075475
"2824",0.23,0.38,97545.0910358373,158.805078222095,627.431508772457,481.380378671894,561.337585665993,3520.42630095439,6633.88331028712,6310.22145788744,6160.14900131458,5883.48181868643,5542.53031024911,5460.27017985952,8390.24723410677,7363.70520561499,6157.08648529984,13627.0850398893,7527.82345310309,13139.2266872522
"2825",0.24,0.38,88942.7933745087,131.647754624488,518.920861680703,455.427277517058,537.330577260954,2985.37970238708,5458.99970181126,5165.76274290755,5047.72622597903,4825.16163950928,4547.05629030067,4465.38992701908,7908.78677074494,6902.97900023682,5760.70457277542,13644.4752741,7498.68221157403,13088.3628440804
"2826",0.25,0.38,91592.982666846,146.27444950334,576.878946904074,422.782092195274,497.167372503961,3285.92687430022,6234.41627612942,6120.25732394209,5976.61814919928,5706.85547623649,5372.09470423597,5292.15523755845,7748.9063589485,6800.02012173719,5684.17660558279,12643.7202474465,6951.47570008513,12133.2567303373
"2827",0.26,0.38,97703.1565332389,144.637451759567,569.629982456034,425.33914010779,494.290990004372,3165.37746992271,6027.79096038828,5633.31677000433,5497.85050937546,5252.83885383441,4950.1950972237,4873.75794597498,8033.49603212324,7024.35041508215,5867.89192557883,15792.1598761156,8723.69906046668,15226.5340528207
"2828",0.27,0.38,92820.2889037984,144.649824219106,570.040966750672,426.179629603159,499.209326701807,3254.13666537677,6251.50403992072,5873.96137776853,5731.6527326696,5476.11081097465,5160.47301672804,5084.04987788509,7775.23270663891,6810.62124920744,5693.89730934034,13532.3293351527,7480.1768411869,13056.0631936739
"2829",0.28,0.38,86970.8515926178,125.62317166687,493.063691766402,386.660435553426,455.797078388957,3129.59879077773,5917.78501355421,5586.62766210554,5454.67941363868,5214.56195717413,4916.47863663802,4834.32102413551,7512.94466353932,6570.93199601813,5486.98935704914,12264.9256376012,6782.15040653551,11837.712656475
"2830",0.29,0.38,89740.5400664947,146.433160588886,575.499143595034,391.496130855968,467.047283812053,3314.5187065426,6260.56050557373,5845.8543128744,5712.2016408404,5463.15594768042,5152.18635886533,5053.74627267783,6997.83302657307,6076.22271933227,5060.77280051457,13228.8678261591,7282.72249600696,12711.4217340021
"2831",0.3,0.38,86061.880489188,126.114428870063,494.923299091374,387.571477854792,458.919026376968,3049.60564756367,5796.60047373287,5562.58653426259,5433.02935454243,5189.44003011363,4887.01890495567,4802.84591484056,7378.51120103724,6423.60317310377,5358.17539746469,12240.7529238085,6728.35898542604,11743.8237161432
"2832",0.31,0.38,98078.8787853982,138.759475918885,543.686016249731,433.799252636395,508.643969223071,3154.07113713705,6017.03006905306,5885.63360162945,5746.01402835872,5485.78903593543,5164.09124597793,5087.62032437306,7329.20028017667,6420.47496451657,5366.08929957904,16225.9066770916,8950.19846310531,15621.8709444362
"2833",0.32,0.38,93744.4224043625,134.471727266649,526.382173822699,394.865707509713,466.169888217626,3313.94527363527,6380.42960516259,6080.45088297658,5936.75156672726,5672.15584708434,5343.73853744955,5255.39894794181,7161.52461144335,6242.26602303486,5207.98756178296,14172.3997191213,7815.00490088999,13640.479430296
"2834",0.33,0.38,81033.4741186968,126.180845577982,493.671013862733,396.783306633383,470.355594119839,3087.36449507001,5803.66942340666,5464.93255017653,5339.57611243807,5105.31485524553,4813.58925070639,4724.77160086595,6215.2362666571,5402.64237919572,4501.47542714786,11578.2243866808,6377.77668691633,11131.9099239959
"2835",0.34,0.38,80658.8019174238,125.452661517488,489.0179859359,403.331180126611,479.655671351608,2849.68097601765,5300.4517579594,4972.37442801178,4858.02947364427,4644.30088252997,4378.0590848818,4295.77027604269,6790.37402845539,5916.22268564723,4935.93405163169,12040.540669584,6621.79005897472,11557.8160451116
"2836",0.35,0.38,89511.9770706693,132.355193314329,516.212879734421,376.938235597154,442.85545630604,3115.36082910242,6094.22795533844,5896.91510772376,5755.92352694975,5495.1112387698,5173.71434902547,5093.16320763933,7507.5315648146,6574.47012090954,5492.37839794208,12702.8376606266,6972.32821377644,12169.6531330991
"2837",0.36,0.38,80988.6705431602,127.019466513572,494.720193146337,385.645803809008,459.76443995446,2895.84734868051,5410.99210553498,4973.69526989751,4859.24844414599,4647.74060373191,4384.77311569248,4297.1255227867,6311.67418508749,5471.92122817387,4550.34885934238,12614.5014075721,6958.36730688386,12145.2852422071
"2838",0.37,0.38,75206.0854384978,116.62350957351,452.78355867344,398.805475007491,475.703163801571,2614.77673425243,4858.47034746598,4564.3759711377,4459.73429114911,4263.35809935653,4017.85654538346,3938.28456660884,6140.36870921252,5299.91947510264,4402.35174661962,11656.41915468,6391.09624249413,11155.1578479789
"2839",0.38,0.38,78070.0602944059,125.874924313475,488.927320899004,367.099893071242,438.727288834797,2774.31643440439,5296.89103657665,4944.20327021325,4828.60215602583,4615.46619611305,4352.01876923606,4272.10433123915,6253.39372801733,5436.57954639698,4525.73318194288,11706.8305745787,6426.44142258064,11216.8502199624
