"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75"
"947",0.46,0.19,140174174.768471,1644929.36595471,6404482.59147143,11424991.411199,13426988.0801972,14085772.4473782,11332428.4267408,10646009.6798682,10398064.027652,9937648.86762687,9365719.4398473,9207999.89181055,8524736.51933806,7457826.31673787,6230612.73667474,4010805.93499595,2212832.71764704,3862326.31333068
"948",0.47,0.19,135877051.994504,1613086.44125112,6267873.75017546,11217309.9698158,13264543.1372336,13947960.8945679,11098656.8486685,10384977.6346483,10149531.3652875,9704392.39702937,9145857.78563068,8972111.67186894,7920063.34273628,6873358.99794194,5732563.40292335,3815028.81463276,2101584.4347633,3668151.10532918
"949",0.48,0.19,135097733.717233,1597726.66853555,6213314.68279696,11052033.0640296,13061207.2283766,13706995.1704329,10937296.920733,10288212.2290924,10049524.5061094,9607279.30821226,9057078.18911398,8903442.64950821,8098803.20635365,7063578.33103635,5895700.4699749,3803502.89709523,2098780.73315796,3663257.4626744
"950",0.49,0.19,141472640.51923,1658010.53045011,6437115.03624907,11505954.8278756,13510885.533036,14204129.8352744,11463129.3099641,10849130.4607326,10593457.7632911,10121137.0512504,9535155.33427833,9377864.08224594,8551215.40909188,7467850.0472326,6232968.12628401,3966080.36467145,2184930.91538481,3813625.89191792
"951",0.5,0.19,131780134.424759,1569331.83443119,6096942.25970021,10950959.4404724,13014838.9819123,13655883.1462063,10780605.0749399,9935555.29513699,9713426.93825721,9288803.82933195,8760374.4545362,8586154.12979562,7932084.55718008,6889985.7620869,5731709.53805774,3531768.22919289,1945679.59538724,3396031.35813341
"952",0.51,0.19,135950446.238376,1589025.70065241,6159160.06371113,11083897.232433,13100299.0717986,13786913.5938081,11020999.921972,10411219.8000645,10171883.3763474,9721173.03360314,9159853.59583297,8994726.49214948,8202060.46089588,7154948.11691672,5967878.19337752,3755657.10993452,2065529.84543121,3605220.62944684
"953",0.52,0.19,135476795.799749,1612891.50576201,6247021.9724337,11158154.201804,13188932.1860797,13876989.4997974,11073823.9222245,10258010.9178814,10018431.8104629,9579360.22746692,9033481.40205637,8875471.93580109,8034861.94027546,6994825.21370122,5835637.42494199,3845516.59315312,2128410.73104249,3714974.3148646
"954",0.53,0.19,135948369.709023,1605158.58618908,6218990.71810838,11249044.8678547,13302841.0430694,13979881.8052504,11150607.4416405,10311986.9715838,10070909.8360526,9627772.55276605,9079344.86924761,8917044.31540163,8213444.36927847,7162684.29077195,5966868.02630207,3621872.28499099,1992377.98048325,3477539.75003217
"955",0.54,0.19,134845519.284372,1597746.40650221,6181882.05840536,10946314.5517757,12965760.49137,13645981.1767322,10885421.6002535,10267024.3581837,10031036.8564757,9586779.17560613,9035145.6258572,8876118.77588405,8221451.96661564,7181594.15873756,5991542.78415775,3753904.94518909,2068102.8114718,3609711.54115496
"956",0.55,0.19,135183604.471489,1603275.04959169,6201514.95017179,10882785.0315627,12869297.5291597,13549171.402255,10851112.990315,10295587.2892529,10058485.763102,9609306.37209175,9053890.94312874,8899314.17137905,8402392.17423555,7361282.97906362,6142826.65364505,3744399.0009102,2061236.04179722,3597726.12982728
"957",0.56,0.19,141375077.035467,1671289.53024849,6460409.23044813,11355552.6664342,13328405.5494137,14029673.5388898,11369135.1850991,10950839.0111003,10691542.9685795,10211221.8453252,9615151.93485472,9464971.00013079,8549144.36570856,7484687.74762666,6256973.78986397,3957676.81316662,2177589.62205192,3800812.23652511
"958",0.57,0.19,135784324.405812,1611203.69465524,6215310.17013527,10956235.42765,12966190.4768623,13687681.4809767,10945846.7527597,10426060.6421765,10188563.8014469,9733663.00616648,9168164.4247245,9001449.6259441,8280121.66710412,7217265.88971507,6016321.40036752,3740667.58519309,2050533.20232129,3579045.15761294
"959",0.58,0.19,141364911.004018,1693330.30324271,6534810.39877115,11416808.1168077,13390563.5266205,14117802.3489412,11437444.7311158,10837032.2710446,10581814.4884988,10109640.2609474,9522318.09166969,9367234.82980377,8428174.73601845,7364997.3683378,6159099.68337845,4134564.31695652,2283538.23980693,3985737.29205652
"960",0.59,0.19,133387508.870565,1576657.12716815,6069493.77267282,10720664.0412779,12735751.6715953,13441092.6266103,10707275.1182773,10301929.0145207,10064519.4536936,9617718.5082053,9060039.7404267,8904640.30545235,7984822.81325098,6949133.40501262,5797300.01547794,3768701.56628007,2071728.97086303,3616040.71977946
"961",0.6,0.19,135656000.363712,1597400.57014126,6153602.02575848,10894682.1627936,12876875.3243815,13579955.5389409,10912835.5737273,10461370.9010656,10217637.2056989,9759931.01750633,9192300.19384062,9038176.35469851,8293853.30290086,7238389.06433508,6036772.32351209,3754009.3872244,2057319.42928003,3590889.98790696
"962",0.61,0.19,134737501.402808,1564310.19531253,6013322.06414364,10844531.1393385,12848497.2269889,13567461.4717947,10857698.8542429,10171842.5386533,9935946.77303173,9497627.60410834,8953649.12462826,8794615.12870943,8321242.66911075,7275071.78164874,6075258.57809946,3980090.29265099,2198691.69682517,3837644.26352044
"963",0.62,0.19,134836542.568188,1605999.17467622,6169770.42680716,10861753.3390194,12851079.2919541,13564712.7669592,10881899.4588552,10364376.5357471,10122741.8474261,9671748.47641705,9111857.02212304,8958076.2489243,8138353.42857679,7096518.39641315,5920662.67322573,3791278.24331897,2085550.36012791,3640164.87761642
"964",0.63,0.19,131931113.716785,1564211.8538339,6007563.75169828,10822711.0330437,12840678.0444637,13552727.2168856,10807153.9696915,10007312.6153475,9775794.31399097,9347767.39739425,8813917.77468909,8650054.42407793,7812443.72078427,6787036.14517075,5658687.12595967,3774610.21408839,2079259.47965529,3629184.63601071
"965",0.64,0.19,132858590.345193,1561683.16861328,5989433.45304594,10850224.0192432,12861919.9341687,13574278.5431552,10844743.6045844,10166223.0874194,9929168.61578033,9492575.14953369,8947752.82171252,8786224.42264055,7862542.95433276,6835735.25610607,5702843.17611736,3764486.19914565,2072088.20486293,3616667.73473056
"966",0.65,0.19,131653759.368736,1558012.8322099,5987085.76090256,10882777.2615308,12931911.3847241,13600197.2499664,10805024.1937596,9928221.9544471,9698866.11622453,9275909.82988317,8750249.79517346,8586122.89157989,7912547.33264646,6881317.99800343,5729746.86096391,3634595.20843608,2000119.9477438,3491052.7505405
"967",0.66,0.19,132262070.748304,1588028.60555431,6091444.87874389,10674044.9358942,12647720.428549,13354412.0078961,10696656.1458453,10208649.351774,9975190.2153001,9529113.21940066,8974280.31632478,8812027.80928853,7957373.46243128,6924524.57143632,5770718.91913982,3614976.21345436,1982540.49008185,3460369.17718924
"968",0.67,0.19,129592943.143719,1510959.64207956,5789805.46248615,10543054.505145,12571184.0166875,13290251.571862,10549150.0425297,10007490.7340557,9773743.57203555,9342987.20991333,8805935.95976549,8648301.81713748,7691038.61973467,6684016.31968675,5570033.72981074,3516245.10512166,1930029.4997792,3368715.33588872
"969",0.68,0.19,143585789.789753,1707799.73275766,6544182.64627019,11314379.5241508,13249400.7338046,13991152.420392,11437530.8834311,11202626.9320907,10936677.2551523,10440527.0959966,9823911.0232856,9676933.48279387,8661768.41691909,7573971.76933173,6336849.45342196,4253418.76196764,2343778.20364919,4090881.4543381
"970",0.69,0.19,131675051.841385,1544586.33439719,5907294.97726299,10726197.9366321,12768068.6314421,13484000.2247013,10734434.5094038,10042657.7584264,9804737.92500247,9374528.4979509,8840601.97026286,8687973.13266141,7903267.54897221,6886330.24182579,5742972.02269379,3673481.13520283,2022974.82932575,3530944.16522113
"971",0.7,0.19,135327644.049153,1610682.08293428,6164737.09571814,10856725.8724755,12854474.2662524,13575727.2686017,10894082.8391802,10383696.5558501,10142900.0695012,9690625.75062194,9128908.07683564,8971222.11813838,8205500.13293606,7157243.95004214,5973514.793509,3867646.77845864,2130804.29823447,3719152.09986336
"972",0.71,0.19,130999448.272201,1518665.65118929,5801534.27792512,10679765.6262047,12705820.4428648,13416826.8405074,10696032.2898172,9917599.417493,9683005.00034189,9258702.73952383,8733251.77600211,8578291.78875483,7971702.83112058,6942706.4448782,5785277.70854067,3704357.30860876,2041911.49282922,3563996.63559933
"973",0.72,0.19,128140864.892355,1497198.17391409,5696549.35563901,10521107.7689656,12581198.4259809,13331176.1840702,10563047.2660541,9773716.55486084,9546001.25227849,9127455.20151693,8608072.07836469,8440511.05366258,7695521.83148322,6678544.24377906,5554503.73618973,3402966.73457675,1866123.18581843,3257171.84520034
"974",0.73,0.19,122644435.604343,1447174.2358438,5510043.50198865,10182457.7784775,12260823.4619439,12966907.8745471,10133286.2282083,9220386.66510602,9012495.96665414,8624706.04309833,8140679.42052051,7967484.20043563,7286298.54590815,6301135.04006599,5236198.73793638,3330333.01101681,1829964.76064428,3194060.13194779
"975",0.74,0.19,125782602.060825,1479576.61881625,5637422.52732957,10313268.878023,12369394.6255562,13071990.3197074,10299627.5597668,9640454.77840095,9420062.80490865,9007866.03996118,8493835.2365558,8326563.54659734,7473387.10263943,6478018.12724488,5388669.11536808,3343155.77198673,1835531.88839021,3203777.11957236
"976",0.75,0.19,128002304.126102,1505567.83383787,5724159.30284051,10446252.1924991,12480558.3862888,13235926.8705839,10506251.8764325,9798426.16458838,9568724.31614661,9148344.70564327,8626179.09954333,8464837.30401778,7635079.93199044,6626748.78180384,5516956.05822325,3474544.1095822,1909997.00851907,3333750.18356103
"977",0.76,0.19,125308924.248023,1487873.80447406,5642143.00889998,10125730.8777273,12150418.7659303,12911874.9465234,10187973.4458201,9642949.78182035,9425750.04622061,9012208.35595579,8493215.51383979,8321871.6421525,7361722.67155765,6378680.81436558,5315602.11710997,3529128.14617915,1938420.00339076,3383360.30605617
"978",0.77,0.19,127937536.879645,1517364.68860506,5755137.13098262,10371931.429696,12383211.425547,13131681.402189,10446028.5406289,9776202.66292593,9549213.15091726,9126596.05856024,8603129.43133459,8441831.28662325,7769030.92626502,6758535.16908368,5627081.32837193,3460895.16492747,1901226.00409995,3318441.07888708
"979",0.78,0.19,125200966.465764,1462502.88773691,5544775.97526685,10238191.5700746,12319717.1094228,13076845.1586179,10271229.2758046,9525007.3584844,9305177.47878924,8901375.32089136,8397837.6457354,8231319.49023086,7449130.06029395,6458487.77183998,5374735.96062144,3447536.15510438,1893005.1056092,3304092.14124038
"980",0.79,0.19,125577765.493673,1489543.87371944,5647796.61756335,10457705.7955144,12526346.3912268,13268716.4547863,10474141.8116978,9557057.90931015,9336412.19299772,8930312.52054055,8424209.95111365,8249668.17270622,7329163.4629053,6321523.74589652,5249876.08803667,3317360.43413555,1820459.91205614,3177470.15946657
"981",0.8,0.19,129303687.435844,1526690.95012187,5791523.70005823,10490111.7750167,12522656.1648029,13246446.3752778,10540421.5853323,9932654.14374187,9702177.64149908,9274922.33850908,8742213.60344824,8580028.66034793,7699434.77688612,6689084.95730621,5573789.21299586,3586313.50443415,1968811.59147596,3436406.4545896
"982",0.81,0.19,125037726.387625,1467812.62786214,5556898.25187758,10115402.9031317,12139492.609606,12892534.8958503,10189459.321058,9710573.91457265,9490378.05309566,9070924.25312341,8545887.4609347,8374133.96200511,7427392.02670298,6432160.42566675,5349954.07209622,3315592.75410825,1806326.85177469,3152802.00415924
"983",0.82,0.19,129349327.573489,1550890.05607746,5862844.13928917,10338445.8525845,12329188.4549956,13123835.7908976,10490372.6330668,10049671.4729799,9817470.63275661,9377925.85468194,8830779.69869169,8667014.3048484,7716028.63568417,6703042.69510216,5585924.64317665,3556974.29254192,1948304.86116225,3400613.55495215
"984",0.83,0.19,131345725.735865,1568317.53944963,5934896.80056459,10607877.9583655,12624046.4348984,13378230.5921822,10700503.7149949,10123510.112798,9889521.11902926,9452363.3579458,8905056.27486788,8739409.94951137,7681870.72283336,6667292.26421968,5564290.57534928,3787183.11737583,2083962.24866211,3637392.95281715
"985",0.84,0.19,127116173.372188,1483709.14354341,5589764.43533807,10295561.6729357,12300181.3992409,13100196.2488878,10460583.6090545,9851431.15760126,9615416.10102277,9188786.84608481,8660759.70913413,8504517.24635634,7610423.27703489,6602319.72026381,5491152.41696872,3341371.56866133,1828498.29303654,3191500.52702284
"986",0.85,0.19,122218560.314709,1437833.46204351,5416991.27504515,9948230.31848093,11986434.0774631,12763327.205652,10046283.9223872,9159829.89962255,8949738.94562429,8560116.47913723,8078833.30961799,7912193.74832408,7551695.67747271,6575696.50021164,5467857.58038638,3336485.04032093,1831053.11072416,3195959.76219519
"987",0.86,0.19,121833716.063812,1427223.41035376,5368829.90847095,9815670.29189035,11828862.2714035,12595897.3978068,9936698.35228454,9391846.56788152,9175564.44657173,8773514.29530272,8270431.61408378,8107993.0445272,7200106.69005026,6246509.82480578,5205082.9095825,3387451.52515372,1858378.83291106,3243654.68073141
"988",0.87,0.19,123834038.793699,1456721.27138458,5485642.92968547,10061966.1780182,12118282.7886646,12878924.2641688,10145591.732895,9418378.62335183,9201272.54741065,8799545.60710998,8300434.02459959,8135373.32224294,7471256.08044975,6488704.66814032,5399247.46306894,3378385.14455582,1855566.38167472,3238745.76627757
"989",0.88,0.19,126491178.05924,1484250.69719951,5574760.52299279,10031645.9917325,12024432.1013944,12839670.0937639,10227138.4042391,9906975.50516373,9676282.16633613,9244312.54075912,8704998.82163364,8544046.31190911,7511487.54092301,6512667.16753193,5427148.68546591,3507347.5432738,1921021.4601659,3352992.5047559
"990",0.89,0.19,125360342.771119,1481303.66482069,5579220.57609445,10185983.2625257,12188353.3367339,12925324.075813,10266915.4599676,9583530.65276664,9362658.27104717,8951376.91112043,8438436.95379424,8273260.97922932,7474375.442522,6483155.12486413,5398129.77561119,3496972.57617295,1920049.56702149,3351296.14101366
"991",0.9,0.19,128868323.515809,1516492.15913219,5713742.73160901,10339559.2468468,12354462.2945988,13095661.3364719,10457361.6498807,9834131.05313729,9602178.60323049,9178383.54355326,8653311.87596544,8500232.42052118,7845356.55553362,6844042.48753408,5708139.21918169,3669608.62906571,2023608.87209093,3532050.83745571
"992",0.91,0.19,123730280.115171,1443447.2271654,5431286.22977886,10008319.2952105,12020120.926492,12755934.0564258,10106313.4787448,9545280.8283377,9323542.92167907,8914356.99457608,8403362.2850733,8242800.01310532,7340924.76910826,6361465.79390358,5296409.30901985,3406253.54880591,1868733.86153512,3261728.57620933
"993",0.92,0.19,121575603.707392,1427092.55410274,5348480.19364242,9885709.79411861,11892867.0103151,12660251.173323,10015169.5793997,9372868.29818396,9157671.78708182,8755334.57924456,8252602.56439588,8081337.09071131,7167304.68290199,6194379.75468699,5149612.12858965,3278099.14672845,1798202.24090858,3138621.12905749
"994",0.93,0.19,120090756.355367,1424575.18553556,5354849.98160564,9741508.4313686,11753268.4643679,12473370.175978,9821410.5892603,9240744.0210115,9026063.60207095,8629823.00167746,8137775.75297044,7982768.82404147,7191170.03091739,6230282.46671408,5178912.57926973,3158984.6090878,1728422.54011471,3016826.09937519
"995",0.94,0.19,121390500.126679,1434831.69940556,5379716.35696805,9830811.42968786,11851276.9720263,12595400.7278768,9920002.56974117,9278800.24875446,9069005.93707776,8673085.75757142,8177223.50906547,8007065.12704275,7195752.89632485,6226627.24838912,5182940.97558385,3415609.12997519,1876706.07961282,3275643.46157514
"996",0.95,0.19,123485748.958268,1454810.48903159,5453249.09483356,9896394.18247426,11896536.7910365,12671950.8976316,10057065.3511012,9606947.09392531,9384031.3478358,8967791.95473669,8448354.38775876,8287541.4260932,7312607.41988571,6336694.22881326,5276910.22375138,3367161.89582278,1845873.89223057,3221828.28130537
"997",0.96,0.19,126140489.445344,1499050.37580586,5613502.95519555,10006145.8046095,11997042.5186547,12790520.8964435,10195756.5682398,9814655.09944064,9586633.53346854,9159560.53625602,8627397.4663956,8468704.6422283,7526067.36915211,6533494.41460141,5447473.90410052,3539190.79906119,1943341.74289285,3391950.81879737
"998",0.97,0.19,121986557.423231,1441741.53823452,5390894.37785097,9875674.15126982,11906564.2829547,12693399.4469077,10020634.286551,9319348.41195546,9104550.75075507,8707090.84124148,8211269.57176601,8044230.77991931,7247222.79047655,6281156.77152067,5227804.86470199,3398213.64018275,1863743.1823388,3253017.73460444
"999",0.98,0.19,120442934.18956,1415265.94934191,5275679.85572699,9733089.95565248,11748038.7629769,12562129.3095539,9915118.31471418,9087279.10553867,8874369.51484498,8486479.48726547,8008204.8021552,7847594.39635785,7404422.69557025,6434888.37053306,5350295.80076456,3309238.85565128,1817877.04558447,3172961.96732753
"1000",0.99,0.19,122385530.636776,1441327.21866556,5360586.47345417,9864174.98872383,11878860.1981614,12704362.1148934,10078230.1850992,9488976.98823062,9265914.74351797,8855820.91919409,8346247.3751793,8182371.68896936,7259907.00218622,6282161.8522338,5223728.44691395,3255273.52832374,1783910.64713488,3113676.26589424
"1001",0,0.2,155199411.951302,1852150.13771698,7444199.97774334,12728055.9123981,14646390.2425799,15216243.9967867,12454795.6443429,11823173.57065,11541111.1971461,11020093.4565428,10378410.9805558,10239009.4742858,9527134.06816021,8385757.41880776,7015040.49054381,4337223.41854261,2400586.3382943,4190035.62620446
"1002",0.01,0.2,151177400.552045,1789184.56365756,7186231.23290026,12513905.0471712,14499906.2246455,15059641.8705139,12168461.3838303,11300718.1981806,11034990.142662,10549008.9319393,9946713.26658075,9800898.32794529,9170335.73642378,8063008.82186123,6753333.83058811,4489619.03340765,2495588.84383021,4355855.09590698
"1003",0.02,0.2,159325611.014085,1909899.9820269,7665962.32565336,12886871.4113997,14773511.4831507,15354555.4367911,12662340.0237645,12102377.9607392,11808686.7300153,11271197.1378047,10613576.2687274,10489074.3717004,10036315.7336303,8886942.16376355,7447605.41143862,4528660.05906392,2508916.69425494,4379117.82016082
"1004",0.03,0.2,161129630.812884,1922888.98923929,7712815.52331931,12919866.4592694,14791826.2762539,15381034.4449622,12729842.0432072,12379464.2350339,12079702.7300599,11527372.4387839,10848233.9281103,10722774.1578242,10022111.4990066,8863797.13455324,7435371.67360383,4676632.99770327,2591913.68410651,4523982.59784703
"1005",0.04,0.2,154059394.385635,1853475.69286389,7428998.0730626,12455572.8439734,14374684.7112222,14954438.2762065,12191966.9370611,11774596.6591285,11503731.2022541,10984782.0930078,10338951.7996748,10189077.4945361,9343753.41547843,8223489.26617117,6895193.89836256,4580338.83358807,2537440.05885284,4428903.13019107
"1006",0.05,0.2,149038150.173006,1773716.73799828,7105060.05305428,12339155.9181409,14298157.223624,14868860.3281485,12043833.0153896,11307252.5508358,11045599.0399374,10552194.7515118,9940787.74900581,9783242.76861965,9062213.15310395,7955830.43086807,6650000.64663121,4098358.30698025,2263363.55215251,3950523.94700423
"1007",0.06,0.2,153769177.394567,1847172.5838747,7393576.59778498,12457919.8780292,14374809.3278179,14956646.7440139,12208652.7993111,11476254.0108745,11211906.3817702,10707874.9553787,10086657.2625439,9937138.52197547,9698598.06156141,8578951.02295784,7192117.54291857,4604104.68161203,2563102.3546118,4473694.66753101
"1008",0.07,0.2,152497078.084142,1830093.48515154,7319765.9641573,12350629.9425478,14281420.0331002,14864972.1185721,12102934.0257272,11633547.0949421,11363008.8368102,10851262.3835569,10216767.2269056,10071564.7797462,9319298.6172513,8196800.50244549,6866217.96182686,4454001.09199589,2467669.66840806,4307124.35099751
"1009",0.08,0.2,156393808.281948,1861065.9002415,7438759.43153453,12686648.5960002,14598909.2743524,15197005.4756688,12484485.337697,11901905.6064127,11616374.7820572,11090243.1580733,10443571.0845406,10307328.4846447,9730093.62506027,8584543.91701092,7188787.27470282,4469741.21390358,2474791.01447277,4319554.10557457
"1010",0.09,0.2,149200152.720495,1765506.32678874,7051269.78441934,12106797.3657476,14066294.332732,14655727.1116299,11856795.4760603,11330727.4559348,11069487.3249619,10572672.7144486,9957629.91009906,9807146.0888459,9257637.54402623,8148076.71474468,6817742.15597755,4264268.71755489,2357515.26760468,4114858.42891914
"1011",0.1,0.2,156764216.866387,1859797.89847718,7423567.80718224,12602834.322649,14522823.8804895,15123422.5550829,12401813.1801832,11943989.3122593,11661416.8506114,11134808.6660837,10483052.1900798,10343724.3009081,9675289.5130592,8555759.34645983,7181832.07127503,4696686.66733003,2605573.52269236,4547824.78156368
"1012",0.11,0.2,149717958.180796,1814374.2259053,7238992.94684023,12263691.6858076,14208468.3156779,14785435.8168206,12001997.8924128,11181033.2181603,10920888.9838701,10434211.3042165,9833628.78927587,9688332.62196875,9238775.51157191,8147845.88334311,6825934.6851509,4407868.43094288,2450070.86233277,4276407.00649862
"1013",0.12,0.2,144255391.782196,1714287.84980809,6831091.00934809,11927748.4115849,13931304.6172391,14515276.350086,11624252.0620197,10822123.3805405,10577034.0365678,10111626.343395,9531367.40343294,9368713.54355514,8707821.46335818,7624869.96984805,6374485.67920478,4201767.3927752,2328102.14820695,4063520.12122592
"1014",0.13,0.2,148416212.200437,1770497.77007834,7049490.4088802,12109964.055854,14070477.573772,14672958.2278705,11876315.9912543,11402552.4820509,11138507.8103321,10639938.8357756,10018772.2940473,9865996.33187821,8865181.74448355,7756481.82284889,6488032.09011048,4250072.48807761,2346077.52775268,4094894.74537041
"1015",0.14,0.2,155875909.966797,1852203.82144444,7371573.51750966,12517817.3846511,14425512.3207361,15038386.9820894,12351348.4729421,11858067.1039094,11572649.9376494,11049063.3422668,10404644.7182832,10274430.5654695,9697972.6347455,8561998.43217043,7177739.25292143,4643381.99968036,2578518.00187219,4500601.47845583
"1016",0.15,0.2,151398549.150758,1792417.51515002,7128547.61512707,12178589.3000366,14093619.6166383,14702990.18178,12008503.8481597,11720156.6507211,11445833.9617856,10929173.3059614,10285102.9875628,10139783.2089199,9088909.72695768,7980817.93557832,6690189.01415468,4457959.37184726,2460807.66010492,4295147.25027261
"1017",0.16,0.2,141700569.751711,1680865.2995681,6680836.49420642,11772987.3224091,13787679.441134,14369965.6903656,11481481.0314352,10758119.6742909,10515498.3387496,10051221.0913572,9471834.88541202,9303585.31002382,8477017.59633191,7393495.57203259,6167621.53460752,3895783.6522094,2146328.47572695,3746248.34185035
"1018",0.17,0.2,143474281.969787,1721405.33177651,6835778.80103886,11744718.3619526,13738775.7982947,14330137.7669537,11472415.3136715,10878285.5233843,10632905.4381676,10162919.4412629,9575052.96873994,9416370.19304657,8563549.41705973,7491082.81173368,6267207.65235818,4223598.07162534,2338467.33380712,4081611.74491409
"1019",0.18,0.2,146419254.623592,1735262.64068279,6885689.84670765,12077002.5025807,14058910.2536796,14667280.7823705,11857377.7544573,11207353.6889194,10943487.2986872,10454606.3396326,9848920.5030973,9696728.81607724,8814710.37561016,7714729.37127183,6442778.3504154,3980732.87988699,2197725.45529135,3835957.76422405
"1020",0.19,0.2,144721920.248115,1712901.33613228,6794479.54654723,11885027.8580127,13867462.048717,14465693.4384649,11646678.2368357,10996297.7832646,10743584.7553618,10267222.0305273,9673424.65029598,9515680.32730451,8694424.11163734,7603017.71611893,6354245.22274204,4170217.71871136,2306226.16684676,4025337.30059495
"1021",0.2,0.2,153499312.852455,1827826.69688029,7244455.63206937,12410916.1414006,14339290.1736006,14970499.747396,12275145.5175522,11735341.6458038,11452516.0189825,10932483.8276782,10294434.8018398,10157890.4011129,9579411.90815703,8441708.01931441,7060767.97026257,4280747.69519911,2366076.04918831,4129800.60601678
"1022",0.21,0.2,148439759.719636,1768935.69403788,7004684.54045809,12165037.7323202,14114945.8091737,14726710.5567546,11979063.8942625,11317009.5991472,11050696.9171572,10557398.5737042,9944759.8835016,9794147.54158867,8887787.35583804,7782690.78797114,6509001.77990802,4303844.56319284,2379614.16263366,4153430.32798692
"1023",0.22,0.2,147242131.682685,1753318.0648245,6938973.61340595,11926411.1508536,13874321.9415032,14481967.5107804,11739023.9408641,11127651.6805277,10870765.6170631,10385472.6848151,9783083.9909387,9632312.38711222,9049560.53543482,7966970.16782139,6674622.79507858,4378055.51788166,2425718.40089372,4233901.68288641
"1024",0.23,0.2,147759307.898427,1755029.45164564,6939681.45430233,11859999.1891272,13787217.587099,14411300.0429922,11722288.8405949,11361268.7322445,11095374.7685529,10595187.2951781,9974622.94191108,9832260.44830379,9036413.79087273,7936675.47966115,6643652.83141609,4297668.24294665,2371463.25232348,4139203.54925511
"1025",0.24,0.2,144236326.107492,1715683.07187666,6778428.06864305,11826654.8949623,13795054.9634758,14409943.566008,11639217.9911166,11092404.1529987,10834445.3651236,10351049.0760395,9748979.44131751,9594035.73389965,8584548.51702593,7496615.77362719,6262465.74750067,4021991.83026611,2216347.25289607,3868460.66071402
"1026",0.25,0.2,146456646.714158,1733675.39205402,6846979.97108696,11979444.0193734,13956003.5766926,14582221.7874019,11805957.4003583,11110725.2892331,10848895.0224954,10365260.6520131,9767344.7041335,9617510.32839905,8944890.54976398,7847926.41161226,6560121.394943,4162379.29324131,2304677.20789622,4022633.71345986
"1027",0.26,0.2,142802441.332987,1693870.76851546,6678130.04279742,11664585.2896784,13649219.036844,14279017.0173915,11486989.0608012,10845486.4783812,10597414.8615613,10128299.2425016,9542433.54176649,9381757.2144027,8542942.93513577,7476361.83562978,6254607.6537024,4197838.07853771,2325139.4000792,4058348.87526105
"1028",0.27,0.2,142494603.97508,1687205.0307687,6650205.07481896,11597371.6350967,13574570.2975232,14195686.8350844,11420226.1950203,10835099.7631304,10588805.4220964,10117880.2750722,9530742.10682156,9369266.72749123,8642269.71642559,7570872.00279518,6330946.73013842,4123641.39643555,2280092.22485279,3979722.54150801
"1029",0.28,0.2,146737000.733469,1752329.51113165,6903465.34673671,11792370.1467844,13745108.4382741,14389372.2752886,11667568.3079535,11257568.4084449,10994856.6339399,10500328.34458,9886753.12663065,9740233.51654665,8943759.16161654,7849738.62677941,6570419.8428126,4264315.39484276,2359860.97417471,4118952.67693213
"1030",0.29,0.2,143946791.849627,1693335.87968349,6662663.64326655,11679850.3258951,13654274.9878425,14294132.6814966,11550168.3645178,11001227.9944491,10741842.8015548,10259399.3800912,9665109.11853611,9518909.21317684,8955768.33005425,7862508.57865912,6564750.56445033,3917187.3436219,2158379.7465085,3767282.89582305
"1031",0.3,0.2,146836397.059741,1763213.33055497,6938649.85847193,12016182.449297,13981989.1588304,14616042.1105986,11869158.4102453,11283022.6100937,11017966.1269104,10524829.0035066,9911833.85722885,9758629.50550249,8739231.48535899,7646682.10295414,6394354.46512506,4128103.39298184,2275245.76629386,3971263.42578633
"1032",0.31,0.2,146963367.078438,1739426.05024769,6842937.55392636,11699257.2629787,13636440.8865797,14261173.0834969,11585480.0306157,11390438.5012804,11125235.5514213,10623380.187009,9998044.73372789,9854400.64063594,8927792.2938073,7844601.71781123,6574511.26482347,4321962.78910444,2381522.80918092,4156761.72179102
"1033",0.32,0.2,147194913.544099,1783656.40538435,7010863.43158611,11868395.4956381,13804754.6130472,14439030.1905746,11743494.5122558,11135996.110685,10878377.503752,10390679.8995252,9786504.96042561,9636845.950697,9037107.10869453,7948174.18935245,6655771.75900928,4396719.14282499,2432610.66969482,4245931.60095225
"1034",0.33,0.2,153140765.061479,1818694.9266918,7140813.42249759,12163591.7630632,14082493.4730108,14744924.1295546,12114612.0337353,11695394.9200243,11413605.6308465,10897434.7095793,10260773.6141125,10129150.8744542,9515451.10432179,8405995.74811564,7054948.59471492,4639145.34131522,2572914.23512741,4490820.54031409
"1035",0.34,0.2,146430298.431851,1722243.68649843,6753421.94338709,11703980.5771559,13655416.5500302,14317513.7882656,11635516.9576597,11195199.6909479,10932318.3210849,10437506.7215724,9828025.65063967,9681243.75025766,9228581.71203454,8120288.37728208,6788862.37424989,4148627.12369491,2288009.56513371,3993541.64195625
"1036",0.35,0.2,147664721.259978,1773430.72934738,6948686.18664173,11820846.5968315,13737328.9491321,14405663.6140628,11779746.4392255,11472412.0091351,11200405.8814531,10689421.9824946,10058585.5682951,9916149.90134192,9044269.81101998,7942948.34954579,6641449.05819987,4075840.57073431,2242837.78772042,3914697.8247965
