relative_coverage,vaccine_efficacy,total_population,total_unvaccinated,total_vaccinated,unvaccinated_total_infections,vaccinated_total_infections
0.13,0.010999999999999999,323127513.0,287027643.10868895,36099869.89131099,191166769.33753452,23172623.160192404
0.14000000000000001,0.010999999999999999,323127513.0,284250730.04012668,38876782.959873378,101497484.71465498,13315348.209479462
0.14999999999999999,0.010999999999999999,323127513.0,281473816.97156429,41653696.028435752,166588384.11939067,23626189.585708268
0.16,0.010999999999999999,323127513.0,278696903.90300184,44430609.09699814,148891611.53775209,22938006.780578405
0.17000000000000001,0.010999999999999999,323127513.0,275919990.8344394,47207522.165560506,176831996.48123953,29282508.394392241
0.17999999999999999,0.010999999999999999,323127513.0,273143077.76587713,49984435.234122895,172909232.34812859,30460868.767909359
0.19,0.010999999999999999,323127513.0,270366164.69731468,52761348.302685283,178779204.46806329,33583427.476813637
0.20000000000000001,0.010999999999999999,323127513.0,267589251.62875232,55538261.371247672,186905078.89724866,37533764.337976478
0.20999999999999999,0.010999999999999999,323127513.0,264812338.56019002,58315174.439810053,149246957.57298362,31803384.169024371
0.22,0.010999999999999999,323127513.0,262035425.49162754,61092087.508372441,143245648.19368547,32056288.247780699
0.23000000000000001,0.010999999999999999,323127513.0,259258512.42306513,63869000.576934829,159339489.48086506,37576401.276840582
0.23999999999999999,0.010999999999999999,323127513.0,256481599.35450283,66645913.645497188,216184319.26761079,54464662.62795274
0.25,0.010999999999999999,323127513.0,253704686.28594047,69422826.714059591,154397838.97728547,40353137.481370881
0.26000000000000001,0.010999999999999999,323127513.0,250927773.21737805,72199739.78262198,132022303.36200242,36241460.496116921
0.27000000000000002,0.010999999999999999,323127513.0,248150860.14881563,74976652.851184353,157317512.6939075,45588263.045185588
0.28000000000000003,0.010999999999999999,323127513.0,245373947.08025321,77753565.919746757,152116734.93836117,46774311.196871325
0.28999999999999998,0.010999999999999999,323127513.0,242597034.01169094,80530478.988309115,99685148.976964384,31487515.1818542
0.29999999999999999,0.010999999999999999,323127513.0,239820120.9431285,83307392.056871504,120664509.02413332,39786736.130626805
0.31,0.010999999999999999,323127513.0,237043207.87456614,86084305.125433892,141733966.09731027,48734126.029388025
0.32000000000000001,0.010999999999999999,323127513.0,234266294.80600372,88861218.19399628,132152034.28562069,48341811.856474571
0.33000000000000002,0.010999999999999999,323127513.0,231489381.7374413,91638131.262558669,117483205.76195756,44426500.466910906
0.34000000000000002,0.010999999999999999,323127513.0,228712468.66887897,94415044.331121013,147544492.50542504,58847584.58363805
0.35000000000000003,0.010999999999999999,323127513.0,225935555.60031658,97191957.399683446,117091892.36009216,48383890.043910734
0.35999999999999999,0.010999999999999999,323127513.0,223158642.5317542,99968870.468245789,132597965.03551039,56634682.887915015
0.37,0.010999999999999999,323127513.0,220381729.46319181,102745783.53680821,124542019.37024787,56128459.609615281
0.38,0.010999999999999999,323127513.0,217604816.39462942,105522696.60537057,142352163.21687537,66262630.31062527
0.39000000000000001,0.010999999999999999,323127513.0,214827903.32606703,108299609.67393298,107113173.15316831,51742648.040094152
0.40000000000000002,0.010999999999999999,323127513.0,212050990.25750467,111076522.74249534,120015701.19934674,60111913.015501715
0.41000000000000003,0.010999999999999999,323127513.0,209274077.18894225,113853435.81105776,116070705.34399238,60508999.955693997
0.41999999999999998,0.010999999999999999,323127513.0,206497164.12037989,116630348.87962011,143079225.12446728,78096745.284878671
0.42999999999999999,0.010999999999999999,323127513.0,203720251.05181748,119407261.94818251,148009809.94786018,82412224.905597597
0.44,0.010999999999999999,323127513.0,200943337.98325515,122184175.01674488,100947906.4433265,57859270.068367243
0.45000000000000001,0.010999999999999999,323127513.0,198166424.9146927,124961088.08530729,127578471.55556276,76024305.534505576
0.46000000000000002,0.010999999999999999,323127513.0,195389511.84613034,127738001.15386966,145831982.81659687,90733260.970383659
0.47000000000000003,0.010999999999999999,323127513.0,192612598.77756795,130514914.22243205,94693251.769082949,60842359.716877386
0.47999999999999998,0.010999999999999999,323127513.0,189835685.70900559,133291827.29099438,121607952.76730534,81146115.314175755
0.48999999999999999,0.010999999999999999,323127513.0,187058772.64044327,136068740.35955676,116313983.43551803,80865842.124204487
0.5,0.010999999999999999,323127513.0,184281859.57188082,138845653.42811918,95527652.961972624,68594249.157158747
0.51000000000000001,0.010999999999999999,323127513.0,181504946.5033184,141622566.4966816,124104398.44463632,90747998.945688635
0.52000000000000002,0.010999999999999999,323127513.0,178728033.43475604,144399479.56524396,111061187.97404984,84584372.565978929
0.53000000000000003,0.010999999999999999,323127513.0,175951120.36619371,147176392.63380632,82212840.88859655,65503786.451161623
0.54000000000000004,0.010999999999999999,323127513.0,173174207.29763129,149953305.70236871,124247936.05067119,101772772.9066979
0.55000000000000004,0.010999999999999999,323127513.0,170397294.22906885,152730218.77093115,86711988.583393469,73076324.128101081
0.56000000000000005,0.010999999999999999,323127513.0,167620381.16050649,155507131.83949351,98049187.793584257,86510464.453845561
0.57000000000000006,0.010999999999999999,323127513.0,164843468.09194416,158284044.90805584,117140680.23216459,106076195.26207307
0.57999999999999996,0.010999999999999999,323127513.0,162066555.02338174,161060957.97661823,97929040.801525265,91082359.792162955
0.58999999999999997,0.010999999999999999,323127513.0,159289641.95481938,163837871.04518062,110645315.8113637,106364986.57563099
0.59999999999999998,0.010999999999999999,323127513.0,156512728.88625699,166614784.11374301,112644001.04589713,113979213.85785696
0.60999999999999999,0.010999999999999999,323127513.0,153735815.8176946,169391697.1823054,124084852.56730255,127719725.17378488
0.62,0.010999999999999999,323127513.0,150958902.74913222,172168610.25086778,91030844.983107358,97201685.578683376
0.63,0.010999999999999999,323127513.0,148181989.68056986,174945523.31943014,85766176.654000789,95178330.261054948
0.64000000000000001,0.010999999999999999,323127513.0,145405076.61200744,177722436.38799256,80940617.128871769,92883767.102878258
0.65000000000000002,0.010999999999999999,323127513.0,142628163.54344505,180499349.45655495,84728926.241586074,100011959.29138517
0.66000000000000003,0.010999999999999999,323127513.0,139851250.47488266,183276262.52511734,65343706.926918551,79959278.021374345
0.67000000000000004,0.010999999999999999,323127513.0,137074337.4063203,186053175.5936797,72222310.344484463,92127120.542511106
0.68000000000000005,0.010999999999999999,323127513.0,134297424.33775797,188830088.66224203,82819265.542788491,108073371.1292555
0.69000000000000006,0.010999999999999999,323127513.0,131520511.26919553,191607001.73080447,70300643.444124669,94182384.159492537
0.70000000000000007,0.010999999999999999,323127513.0,128743598.20063312,194383914.79936689,78388246.229597196,110004088.39482684
0.70999999999999996,0.010999999999999999,323127513.0,125966685.13207078,197160827.86792922,60693226.489244416,87683957.751246557
0.71999999999999997,0.010999999999999999,323127513.0,123189772.06350842,199937740.93649158,69544134.086262673,103730002.71150215
0.72999999999999998,0.010999999999999999,323127513.0,120412858.994946,202714654.005054,58906990.298924863,90927257.554408908
0.73999999999999999,0.010999999999999999,323127513.0,117635945.92638364,205491567.07361642,72941125.271373272,120871488.97964931
0.75,0.010999999999999999,323127513.0,114859032.85782126,208268480.14217874,83217786.773610219,140367939.45019647
0.76000000000000001,0.010999999999999999,323127513.0,112082119.78925887,211045393.21074113,78366153.416955441,136993947.60442659
0.77000000000000002,0.010999999999999999,323127513.0,109305206.72069645,213822306.27930355,62528482.364137188,112562649.71038286
0.78000000000000003,0.010999999999999999,323127513.0,106528293.65213408,216599219.34786597,59031484.254688881,110921943.95906527
0.79000000000000004,0.010999999999999999,323127513.0,103751380.5835717,219376132.41642827,69755313.838361353,134332955.82699186
0.80000000000000004,0.010999999999999999,323127513.0,100974467.5150093,222153045.48499069,55740071.396747723,112487245.56458716
0.81000000000000005,0.010999999999999999,323127513.0,98197554.446446925,224929958.55355304,56245948.880622111,112638135.9608738
0.82000000000000006,0.010999999999999999,323127513.0,95420641.377884537,227706871.62211552,76488392.141511366,164891963.85506746
0.83000000000000007,0.010999999999999999,323127513.0,92643728.309322149,230483784.69067782,35128056.976589158,78322330.979398131
0.83999999999999997,0.010999999999999999,323127513.0,89866815.240759805,233260697.75924021,51514977.652679048,120247371.60741229
0.84999999999999998,0.010999999999999999,323127513.0,87089902.172197431,236037610.82780257,50981053.485329427,121044343.21960214
0.85999999999999999,0.010999999999999999,323127513.0,84312989.103635043,238814523.89636502,36392115.392642252,93259866.803618878
0.87,0.010999999999999999,323127513.0,81536076.035072654,241591436.96492735,57732020.375477806,156243357.91550469
0.88,0.010999999999999999,323127513.0,78759162.966510251,244368350.03348976,41040832.530476615,115745451.29909074
0.89000000000000001,0.010999999999999999,323127513.0,75982249.897947878,247145263.10205215,54643715.491938911,158795242.30303651
0.90000000000000002,0.010999999999999999,323127513.0,73205336.829385489,249922176.17061457,34251608.569892749,102978775.3745995
0.91000000000000003,0.010999999999999999,323127513.0,70428423.760823101,252699089.2391769,37527774.519369744,123177614.27227941
0.92000000000000004,0.010999999999999999,323127513.0,67651510.692260712,255476002.30773932,47162811.474307373,155368247.47721869
0.93000000000000005,0.010999999999999999,323127513.0,64874597.623698331,258252915.37630168,39534365.237771831,137319433.23210528
0.94000000000000006,0.010999999999999999,323127513.0,62097684.55513595,261029828.44486409,48760720.164110057,176409140.14097765
0.95000000000000007,0.010999999999999999,323127513.0,59320771.486573562,263806741.51342645,33811614.618397489,126666023.08911672
0.95999999999999996,0.010999999999999999,323127513.0,56543858.418011203,266583654.58198875,40184624.067327462,159121111.65336421
0.96999999999999997,0.010999999999999999,323127513.0,53766945.349448815,269360567.6505512,31085074.470985055,128817181.60576335
0.97999999999999998,0.010999999999999999,323127513.0,50990032.280886419,272137480.71911353,41689333.638281457,175924499.79164979
0.98999999999999999,0.010999999999999999,323127513.0,48213119.212324031,274914393.78767598,23050403.172896516,104575245.76775633
0.0,0.020999999999999998,323127513.0,323127513.0,0.0,222385439.6415287,0.0
0.01,0.020999999999999998,323127513.0,320350599.93143761,2776913.0685623838,212335546.00314397,1778937.6062318862
0.02,0.020999999999999998,323127513.0,317573686.86287516,5553826.1371247675,204323213.61214414,3452414.0773521448
0.029999999999999999,0.020999999999999998,323127513.0,314796773.79431289,8330739.2056871485,166764941.59954852,4269504.9385352666
0.040000000000000001,0.020999999999999998,323127513.0,312019860.72575051,11107652.274249535,243085561.71170798,8354231.216949041
0.050000000000000003,0.020999999999999998,323127513.0,309242947.65718806,13884565.342811918,169445533.44317499,7275519.2491631508
0.059999999999999998,0.020999999999999998,323127513.0,306466034.58862573,16661478.411374297,216262154.22751507,11260422.60999243
0.070000000000000007,0.020999999999999998,323127513.0,303689121.52006334,19438391.479936689,127554129.60780406,7942895.4567148257
0.080000000000000002,0.020999999999999998,323127513.0,300912208.45150089,22215304.54849907,244470648.73380327,17583891.857206035
0.089999999999999997,0.020999999999999998,323127513.0,298135295.3829385,24992217.617061447,168033319.51264805,13548677.336249065
0.10000000000000001,0.020999999999999998,323127513.0,295358382.31437606,27769130.685623836,194874693.79094106,17642321.469121054
0.11,0.020999999999999998,323127513.0,292581469.24581379,30546043.75418622,224813212.81556159,22637633.709209003
0.12,0.020999999999999998,323127513.0,289804556.1772514,33322956.822748594,210455134.49211702,23356230.377689701
0.13,0.020999999999999998,323127513.0,287027643.10868895,36099869.89131099,172948720.80865967,20694395.708440978
0.14000000000000001,0.020999999999999998,323127513.0,284250730.04012668,38876782.959873378,183388479.99872139,24084919.102507818
0.14999999999999999,0.020999999999999998,323127513.0,281473816.97156429,41653696.028435752,152161869.53759196,21674044.246543456
0.16,0.020999999999999998,323127513.0,278696903.90300184,44430609.09699814,200895787.44766527,31012946.936431218
0.17000000000000001,0.020999999999999998,323127513.0,275919990.8344394,47207522.165560506,175168846.31900254,29148074.143043082
0.17999999999999999,0.020999999999999998,323127513.0,273143077.76587713,49984435.234122895,185288073.28201383,32730919.074728571
0.19,0.020999999999999998,323127513.0,270366164.69731468,52761348.302685283,178872040.47543234,33378726.643342286
0.20000000000000001,0.020999999999999998,323127513.0,267589251.62875232,55538261.371247672,151398438.99262398,30115778.104535956
0.20999999999999999,0.020999999999999998,323127513.0,264812338.56019002,58315174.439810053,154287792.38421375,32627801.606286127
0.22,0.020999999999999998,323127513.0,262035425.49162754,61092087.508372441,178050860.10125893,39779496.595458671
0.23000000000000001,0.020999999999999998,323127513.0,259258512.42306513,63869000.576934829,138673219.08854398,32681483.24661994
0.23999999999999999,0.020999999999999998,323127513.0,256481599.35450283,66645913.645497188,118379589.49232972,29189922.909174483
0.25,0.020999999999999998,323127513.0,253704686.28594047,69422826.714059591,114643801.43252499,30192957.210439615
0.26000000000000001,0.020999999999999998,323127513.0,250927773.21737805,72199739.78262198,132956167.10488811,36100987.81413649
0.27000000000000002,0.020999999999999998,323127513.0,248150860.14881563,74976652.851184353,182429575.30898908,52945203.416912749
0.28000000000000003,0.020999999999999998,323127513.0,245373947.08025321,77753565.919746757,110500617.56371026,33505518.788982213
0.28999999999999998,0.020999999999999998,323127513.0,242597034.01169094,80530478.988309115,145621234.7338478,46591257.740602754
0.29999999999999999,0.020999999999999998,323127513.0,239820120.9431285,83307392.056871504,150752107.13101047,50257772.602901913
0.31,0.020999999999999998,323127513.0,237043207.87456614,86084305.125433892,63163811.304368772,21673587.647191387
0.32000000000000001,0.020999999999999998,323127513.0,234266294.80600372,88861218.19399628,125973198.31744969,45406864.320816062
0.33000000000000002,0.020999999999999998,323127513.0,231489381.7374413,91638131.262558669,118535423.54476166,44610983.619039431
0.34000000000000002,0.020999999999999998,323127513.0,228712468.66887897,94415044.331121013,114234801.21678726,45245047.15899232
0.35000000000000003,0.020999999999999998,323127513.0,225935555.60031658,97191957.399683446,105393340.09854084,43610013.312620386
0.35999999999999999,0.020999999999999998,323127513.0,223158642.5317542,99968870.468245789,105046033.61296713,44487631.641566262
0.37,0.020999999999999998,323127513.0,220381729.46319181,102745783.53680821,133971039.69327781,59905508.551133111
0.38,0.020999999999999998,323127513.0,217604816.39462942,105522696.60537057,145002535.33927888,67724440.562826186
0.39000000000000001,0.020999999999999998,323127513.0,214827903.32606703,108299609.67393298,111581145.79183526,53948497.510249041
0.40000000000000002,0.020999999999999998,323127513.0,212050990.25750467,111076522.74249534,132954349.86988266,66144573.583401345
0.41000000000000003,0.020999999999999998,323127513.0,209274077.18894225,113853435.81105776,121922117.86492109,62833708.194622234
0.41999999999999998,0.020999999999999998,323127513.0,206497164.12037989,116630348.87962011,118220215.72995718,64141659.131367683
0.42999999999999999,0.020999999999999998,323127513.0,203720251.05181748,119407261.94818251,133372814.82202855,74292366.925401062
0.44,0.020999999999999998,323127513.0,200943337.98325515,122184175.01674488,127517522.86874393,73826015.914827824
0.45000000000000001,0.020999999999999998,323127513.0,198166424.9146927,124961088.08530729,117921844.2877723,70855764.424200982
0.46000000000000002,0.020999999999999998,323127513.0,195389511.84613034,127738001.15386966,111867909.30996844,69175551.337059915
0.47000000000000003,0.020999999999999998,323127513.0,192612598.77756795,130514914.22243205,146521304.35090333,94946599.346730337
0.47999999999999998,0.020999999999999998,323127513.0,189835685.70900559,133291827.29099438,110774593.37290144,73469982.802370369
0.48999999999999999,0.020999999999999998,323127513.0,187058772.64044327,136068740.35955676,73677565.304334253,50439007.288244516
0.5,0.020999999999999998,323127513.0,184281859.57188082,138845653.42811918,102580062.94205937,72217682.450525388
0.51000000000000001,0.020999999999999998,323127513.0,181504946.5033184,141622566.4966816,91793714.508058965,67183203.041063339
0.52000000000000002,0.020999999999999998,323127513.0,178728033.43475604,144399479.56524396,100865835.42688289,75818918.052470714
0.53000000000000003,0.020999999999999998,323127513.0,175951120.36619371,147176392.63380632,113370991.96052226,88442964.767878607
0.54000000000000004,0.020999999999999998,323127513.0,173174207.29763129,149953305.70236871,92787507.471456155,76227823.318569228
0.55000000000000004,0.020999999999999998,323127513.0,170397294.22906885,152730218.77093115,75603795.123485163,64591895.289000407
0.56000000000000005,0.020999999999999998,323127513.0,167620381.16050649,155507131.83949351,89202450.897128671,77414926.657387197
0.57000000000000006,0.020999999999999998,323127513.0,164843468.09194416,158284044.90805584,104809412.55537403,93330390.133343443
0.57999999999999996,0.020999999999999998,323127513.0,162066555.02338174,161060957.97661823,100003874.09118028,93712040.744368494
0.58999999999999997,0.020999999999999998,323127513.0,159289641.95481938,163837871.04518062,82376476.822253361,78581964.050424382
