R0,doses,efficacy,iter1,objective,prop_vac1,prop_vac2,prop_vac3,prop_vac4,prop_vac5,prop_full_vac1,prop_full_vac2,prop_full_vac3,prop_full_vac4,prop_full_vac5,prop_full_vac6,prop_full_vac7,prop_full_vac8,prop_full_vac9,prop_full_vac10,prop_full_vac11,prop_full_vac12,prop_full_vac13,prop_full_vac14,prop_full_vac15,prop_full_vac16,prop_full_vac17,tot_vac1,tot_vac2,tot_vac3,tot_vac4,tot_vac5,tot_vac6,tot_vac7,tot_vac8,tot_vac9,tot_vac10,tot_vac11,tot_vac12,tot_vac13,tot_vac14,tot_vac15,tot_vac16,tot_vac17
1.5130997148704612,140000000.00000003,0.10000000000000001,0,300303118.58341366,-0.0,-0.0,0.663,0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,0.0,0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,0.0,0.0,0.0,16820083.0,11810247.0,20613865.0
1.4660866436859221,140000000.0,0.10000000000000001,1,274400329.0570166,0.0,0.0,0.663,-0.0,1.0,0.0,0.0,0.0,0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.5405937402356118,140000000.00000003,0.10000000000000001,2,339952336.22553986,-0.0,0.0,0.2,1.0,1.0,-0.0,-0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.4879943160098228,140000000.00000006,0.10000000000000001,3,394198132.15536666,0.0,0.057,1.0,-0.0,-0.0,0.0,0.0,0.057,0.057,0.434,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1168126.822,1178901.025,9176898.689,22381032.087,22890888.181,21786362.979,20773908.794,19696254.597,20947626.826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.4385045036239617,140000000.0,0.10000000000000001,4,148504245.10269704,-0.0,0.057,1.0,-0.0,-0.0,-0.0,-0.0,0.057,0.057,0.434,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1168136.331,1178910.622,9176903.046,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.4080354275196245,139999999.99999997,0.10000000000000001,5,344943019.46131283,-0.0,1.0,0.27,-0.0,1.0,-0.0,-0.0,1.0,1.0,0.708,0.27,0.27,0.27,0.27,0.27,0.27,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,20429799.0,20618233.0,14963693.475,6052553.894,6190435.448,5891736.161,5617935.852,5326503.353,5664914.818,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.6685851950086,140000000.00000003,0.10000000000000001,6,234960152.74584648,0.0,-0.0,1.0,-0.0,0.062,0.0,0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.062,0.062,0.062,0.0,0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,-0.0,-0.0,-0.0,1049270.086,736746.595,1285933.719
1.6935157676940213,140000000.0,0.10000000000000001,7,514287750.6317252,-0.0,-0.0,1.0,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.049,0.049,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,1059813.037,1066658.056,945479.308,-0.0,-0.0,-0.0
1.4211313966909445,139999999.99999997,0.10000000000000001,8,226025668.49128523,0.0,1.0,0.27,-0.0,1.0,0.0,0.0,1.0,1.0,0.708,0.27,0.27,0.27,0.27,0.27,0.27,-0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,20429799.0,20618233.0,14963693.475,6052553.894,6190435.448,5891736.161,5617935.852,5326503.353,5664914.818,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.5896225165010271,140000000.0,0.10000000000000001,9,364072969.02895224,1.0,0.0,0.055,1.0,1.0,1.0,1.0,0.0,0.0,0.022,0.055,0.055,0.055,0.055,0.055,0.055,1.0,1.0,1.0,1.0,1.0,1.0,3970145.0,15956892.0,0.0,0.0,464583.772,1230225.141,1258250.559,1197537.78,1141885.896,1082650.143,1151434.709,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
