relative_coverage,vaccine_efficacy,total_population,total_unvaccinated,total_vaccinated,unvaccinated_total_infections,vaccinated_total_infections
0.0,0.001,323127513.0,323127513.0,0.0,105099.66100642458,0.0
0.01,0.001,323127513.0,320350599.93143761,2776913.0685623838,104185.70667854836,896.36020783569256
0.02,0.001,323127513.0,317573686.86287522,5553826.1371247675,103272.04144093022,1792.4351638161315
0.029999999999999999,0.001,323127513.0,314796773.79431289,8330739.2056871494,102358.67325677024,2688.2251705968811
0.040000000000000001,0.001,323127513.0,312019860.72575051,11107652.274249535,101445.58005240886,3583.729761833878
0.050000000000000003,0.001,323127513.0,309242947.65718806,13884565.342811918,100532.77788286936,4478.9493663854373
0.059999999999999998,0.001,323127513.0,306466034.58862567,16661478.411374299,99620.269770897459,5373.8843030064018
0.070000000000000007,0.001,323127513.0,303689121.52006334,19438391.479936689,98708.047005133703,6268.5342665550997
0.080000000000000002,0.001,323127513.0,300912208.45150089,22215304.54849907,97796.114366419148,7162.8996097998461
0.089999999999999997,0.001,323127513.0,298135295.38293856,24992217.617061451,96884.467698990367,8056.9801321682753
0.10000000000000001,0.001,323127513.0,295358382.31437612,27769130.685623836,95973.110064352863,8950.7761436572182
0.11,0.001,323127513.0,292581469.24581379,30546043.75418622,95062.03724388266,9844.2873272519791
0.12,0.001,323127513.0,289804556.1772514,33322956.822748598,94151.252531623933,10737.514050453086
0.13,0.001,323127513.0,287027643.10868901,36099869.89131099,93240.75831110822,11630.456707550562
0.14000000000000001,0.001,323127513.0,284250730.04012662,38876782.959873378,92330.549617018085,12523.114803897683
0.14999999999999999,0.001,323127513.0,281473816.97156429,41653696.028435752,91420.62833089428,13415.488635848276
0.16,0.001,323127513.0,278696903.90300184,44430609.09699814,90510.994418715592,14307.578282911796
0.17000000000000001,0.001,323127513.0,275919990.83443946,47207522.165560514,89601.64921470033,15199.384058754309
0.17999999999999999,0.001,323127513.0,273143077.76587713,49984435.234122902,88692.589649937116,16090.905544480775
0.19,0.001,323127513.0,270366164.69731468,52761348.302685291,87783.817168264184,16982.143052237458
0.20000000000000001,0.001,323127513.0,267589251.62875232,55538261.371247672,86875.331723134499,17873.09665971424
0.20999999999999999,0.001,323127513.0,264812338.56018996,58315174.439810053,85967.13322501583,18763.766436645295
0.22,0.001,323127513.0,262035425.49162754,61092087.508372441,85059.221591077279,19654.152453336632
0.23000000000000001,0.001,323127513.0,259258512.42306516,63869000.576934822,84151.596748258919,20544.25478203455
0.23999999999999999,0.001,323127513.0,256481599.35450283,66645913.645497195,83244.25863027852,21434.073496793397
0.25,0.001,323127513.0,253704686.28594044,69422826.714059591,82337.209250958171,22323.609235656913
0.26000000000000001,0.001,323127513.0,250927773.21737802,72199739.78262198,81430.440013880841,23212.859729006654
0.27000000000000002,0.001,323127513.0,248150860.14881563,74976652.851184353,80523.964863703586,24101.828971339855
0.28000000000000003,0.001,323127513.0,245373947.08025324,77753565.919746757,79617.771336590871,24990.513473210158
0.28999999999999998,0.001,323127513.0,242597034.01169091,80530478.988309115,78711.863710407168,25878.914525595726
0.29999999999999999,0.001,323127513.0,239820120.9431285,83307392.056871504,77806.246616513003,26767.033796809148
0.31,0.001,323127513.0,237043207.87456611,86084305.125433877,76900.91444938723,27654.869565558387
0.32000000000000001,0.001,323127513.0,234266294.80600372,88861218.19399628,75995.86845791759,28542.422342188656
0.33000000000000002,0.001,323127513.0,231489381.7374413,91638131.262558654,75091.107339369133,29429.691719142487
0.34000000000000002,0.001,323127513.0,228712468.66887897,94415044.331121027,74186.632829609327,30316.678449152736
0.35000000000000003,0.001,323127513.0,225935555.60031655,97191957.399683431,73282.443647815846,31203.382121494273
0.35999999999999999,0.001,323127513.0,223158642.5317542,99968870.468245804,72378.538156704511,32089.802083971677
0.37,0.001,323127513.0,220381729.46319178,102745783.53680819,71474.923873573542,32975.941793428501
0.38,0.001,323127513.0,217604816.39462942,105522696.60537058,70571.59187116148,33861.797372069675
0.39000000000000001,0.001,323127513.0,214827903.32606703,108299609.67393297,69668.545246266061,34747.370281977812
0.40000000000000002,0.001,323127513.0,212050990.25750467,111076522.74249534,68765.784691781504,35632.660977209918
0.41000000000000003,0.001,323127513.0,209274077.18894225,113853435.81105775,67863.308749310207,36517.668813652359
0.41999999999999998,0.001,323127513.0,206497164.12037989,116630348.87962011,66961.120580348186,37402.395616419148
0.42999999999999999,0.001,323127513.0,203720251.05181751,119407261.94818249,66059.215410145931,38286.838879870251
0.44,0.001,323127513.0,200943337.98325515,122184175.01674488,65157.596293314593,39171.00040666759
0.45000000000000001,0.001,323127513.0,198166424.91469273,124961088.08530727,64256.261878989404,40054.879522985313
0.46000000000000002,0.001,323127513.0,195389511.84613034,127738001.15386964,63355.214357461547,40938.477728779893
0.47000000000000003,0.001,323127513.0,192612598.77756798,130514914.22243202,62454.4508385472,41821.793333243579
0.47999999999999998,0.001,323127513.0,189835685.70900559,133291827.29099439,61553.970233091153,42704.825629379135
0.48999999999999999,0.001,323127513.0,187058772.64044324,136068740.35955679,60653.776565185282,43587.577479509637
0.5,0.001,323127513.0,184281859.57188082,138845653.42811918,59753.867167324759,44470.047176063526
0.51000000000000001,0.001,323127513.0,181504946.50331843,141622566.49668157,58854.242476413725,45352.23513935972
0.52000000000000002,0.001,323127513.0,178728033.43475604,144399479.56524396,57954.902874967782,46234.141799169127
0.53000000000000003,0.001,323127513.0,175951120.36619368,147176392.63380635,57055.847944138106,47115.766973338556
0.54000000000000004,0.001,323127513.0,173174207.29763129,149953305.70236871,56157.077123217518,47997.110320950393
