R0,doses,efficacy,iter1,objective,prop_vac1,prop_vac2,prop_vac3,prop_vac4,prop_vac5,prop_full_vac1,prop_full_vac2,prop_full_vac3,prop_full_vac4,prop_full_vac5,prop_full_vac6,prop_full_vac7,prop_full_vac8,prop_full_vac9,prop_full_vac10,prop_full_vac11,prop_full_vac12,prop_full_vac13,prop_full_vac14,prop_full_vac15,prop_full_vac16,prop_full_vac17,tot_vac1,tot_vac2,tot_vac3,tot_vac4,tot_vac5,tot_vac6,tot_vac7,tot_vac8,tot_vac9,tot_vac10,tot_vac11,tot_vac12,tot_vac13,tot_vac14,tot_vac15,tot_vac16,tot_vac17
1.6745078663676567,140000000.0,0.10000000000000001,13,135715.15441255993,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.4277290643123939,139999999.99999997,0.10000000000000001,14,36303.44033890637,-0.0,0.0,0.56,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.224,0.56,0.56,0.56,0.56,0.56,0.56,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,4734236.534,12536332.872,12821919.599,12203239.659,11636131.644,11032503.014,11733436.677,21839056.0,21980108.0,19483036.0,-0.0,-0.0,-0.0
1.6974290694930088,139999999.99999997,0.10000000000000001,15,84334.37655838532,-0.0,-0.0,1.0,-0.0,0.062,-0.0,-0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.062,0.062,0.062,-0.0,-0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,-0.0,-0.0,-0.0,1049270.086,736746.595,1285933.719
1.9433834807125476,139999999.99999997,0.10000000000000001,16,43107.291521008134,0.0,-0.0,0.2,1.0,1.0,0.0,0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6993447816591907,140000000.0,0.10000000000000001,17,94288.71182255846,-0.0,0.0,0.2,1.0,1.0,-0.0,-0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.3551951238047286,140000000.0,0.10000000000000001,18,37249.359605827136,-0.0,-0.0,1.0,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.049,0.049,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,1059813.037,1066658.056,945479.308,-0.0,-0.0,-0.0
1.7103835711510416,140000000.0,0.10000000000000001,19,39391.3655564955,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6657130090940964,139999999.99999997,0.10000000000000001,20,31007.529344549643,-0.0,0.0,0.2,1.0,1.0,-0.0,-0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.4316090580278196,139999999.99999997,0.10000000000000001,21,60318.264545069294,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6754043065600885,140000000.0,0.10000000000000001,22,68059.79880051385,0.0,-0.0,0.2,1.0,1.0,0.0,0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.540146694336875,140000000.00000006,0.10000000000000001,23,126411.05436311755,-0.0,-0.0,0.663,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.375055037401542,140000000.0,0.10000000000000001,24,48740.78036987106,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.551493184726667,140000000.0,0.10000000000000001,25,83846.8133522654,0.0,-0.0,0.663,0.0,1.0,0.0,0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,0.0,0.0,0.0,16820083.0,11810247.0,20613865.0
1.6794973281540855,140000000.00000003,0.10000000000000001,26,76991.57772248119,0.0,-0.0,0.2,1.0,1.0,0.0,0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.3668476190244203,140000000.0,0.10000000000000001,27,58917.28394754697,0.0,-0.0,0.663,-0.0,1.0,0.0,0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.455016543302938,140000000.0,0.10000000000000001,28,50494.68220292218,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.5374561812152172,140000000.0,0.10000000000000001,29,77639.96800140897,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.4710444436969248,140000000.00000003,0.10000000000000001,30,53257.64892948419,-0.0,-0.0,1.0,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.049,0.049,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,1059813.037,1066658.056,945479.308,-0.0,-0.0,-0.0
1.3857027664685733,139999999.99999997,0.10000000000000001,31,19045.31166869495,0.0,1.0,-0.0,0.585,1.0,0.0,0.0,1.0,1.0,0.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.585,0.585,0.585,1.0,1.0,1.0,0.0,0.0,20429799.0,20618233.0,12677999.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12775153.143,12857664.077,11396956.379,16820083.0,11810247.0,20613865.0
1.8098582755270836,139999999.99999997,0.10000000000000001,32,105969.42399469552,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6698503228273778,140000000.0,0.10000000000000001,33,118813.34757248829,0.0,0.0,0.663,0.0,1.0,0.0,0.0,0.0,0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,0.0,0.0,0.0,16820083.0,11810247.0,20613865.0
1.4368838428364856,140000000.0,0.10000000000000001,34,64034.69707926127,-0.0,-0.0,0.663,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.795931151441973,140000000.0,0.10000000000000001,35,192537.4754081946,-0.0,0.0,0.663,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.7740554441924532,140000000.0,0.10000000000000001,36,44679.41491694562,-0.0,0.0,0.2,1.0,1.0,-0.0,-0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.446526166014264,140000000.0,0.10000000000000001,37,35512.60983885848,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6223466778379847,140000000.0,0.10000000000000001,38,52778.63189478775,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6137164257045824,140000000.0,0.10000000000000001,39,123703.42194591323,-0.0,-0.0,0.663,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.5236193329777237,139999999.99999997,0.10000000000000001,40,60229.51743085345,0.0,0.0,1.0,0.0,0.062,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.062,0.062,0.062,0.0,0.0,0.0,0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,0.0,0.0,0.0,1049270.086,736746.595,1285933.719
1.9339902831878681,140000000.0,0.10000000000000001,41,105275.23865669686,-0.0,0.0,0.663,0.0,1.0,-0.0,-0.0,0.0,0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,0.0,0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,0.0,0.0,0.0,16820083.0,11810247.0,20613865.0
1.6058077094933423,140000000.0,0.10000000000000001,42,39834.37330707046,-0.0,0.0,0.2,1.0,1.0,-0.0,-0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.6650468433553667,140000000.0,0.10000000000000001,43,54995.207857658854,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.32721674252993,139999999.99999997,0.10000000000000001,44,52018.66503023729,0.0,0.0,0.663,-0.0,1.0,0.0,0.0,0.0,0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.4855822110132253,140000000.0000001,0.10000000000000001,45,101127.98605345609,-0.0,0.0,0.663,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.4098351627994254,140000000.00000003,0.10000000000000001,46,81715.84357595208,-0.0,-0.0,1.0,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.049,0.049,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,1059813.037,1066658.056,945479.308,-0.0,-0.0,-0.0
1.5269107941574303,140000000.00000003,0.10000000000000001,47,44413.78855042624,-0.0,0.511,-0.0,1.0,1.0,-0.0,-0.0,0.511,0.511,0.307,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,10439476.309,10535764.69,6478364.001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.7127289417352356,139999999.99999997,0.10000000000000001,48,78517.94233080056,-0.0,0.0,1.0,-0.0,0.062,-0.0,-0.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.062,0.062,0.062,-0.003,-0.014,0.0,0.0,8451999.607,22381028.02,22890884.02,21786359.019,20773905.018,19696251.017,20947623.018,-0.019,-0.019,-0.017,1049270.07,736746.584,1285933.7
1.6363589747771838,140000000.0,0.10000000000000001,49,140339.16430113095,0.0,-0.0,0.663,-0.0,1.0,0.0,0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.656913819334235,139999999.99999997,0.20000000000000001,0,63225.06272328831,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.754981091505914,140000000.00000003,0.20000000000000001,1,38423.63886836916,-0.0,-0.0,0.663,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.4889194587484602,140000000.00000003,0.20000000000000001,2,51668.053559364285,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.5554537160308188,140000000.00000006,0.20000000000000001,3,36054.35371898021,0.0,0.0,1.0,-0.0,0.062,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.062,0.062,0.062,0.0,0.0,0.0,0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,-0.0,-0.0,-0.0,1049270.086,736746.595,1285933.719
1.5082924249447807,140000000.0,0.20000000000000001,4,51968.690955509664,-0.0,-0.0,0.2,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.08,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1694596.974,4487319.464,4589543.846,4368090.367,4165096.807,3949030.871,4199926.671,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.320509466936012,139999999.9999999,0.20000000000000001,5,36081.25684919322,-0.0,0.057,1.0,0.0,-0.0,-0.0,-0.0,0.057,0.057,0.434,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.001,-0.006,1168136.322,1178910.613,9176903.044,22381028.008,22890884.008,21786359.008,20773905.007,19696251.007,20947623.007,0.0,0.0,0.0,-0.006,-0.004,-0.007
1.369808094192605,140000000.0,0.20000000000000001,6,67107.43623157871,-0.0,-0.0,0.663,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
1.3210347604443997,140000000.0,0.20000000000000001,7,50482.36801991984,-0.0,0.199,0.123,1.0,1.0,-0.0,-0.0,0.199,0.199,0.168,0.123,0.123,0.123,0.123,0.123,0.123,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,4058508.969,4095942.576,3554360.894,2742804.15,2805287.212,2669927.221,2545850.568,2413783.629,2567139.78,21839056.0,21980108.0,19483036.0,16820083.0,11810247.0,20613865.0
1.5876880078724014,140000000.0,0.20000000000000001,8,56536.37855926342,0.0,0.0,0.56,1.0,-0.0,0.0,0.0,0.0,0.0,0.224,0.56,0.56,0.56,0.56,0.56,0.56,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4734236.534,12536332.872,12821919.599,12203239.659,11636131.644,11032503.014,11733436.677,21839056.0,21980108.0,19483036.0,-0.0,-0.0,-0.0
1.4748574293036154,140000000.0,0.20000000000000001,9,100612.08866698199,-0.0,-0.0,0.663,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.265,0.663,0.663,0.663,0.663,0.663,0.663,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,5601978.775,14834127.988,15172060.149,14439981.836,13768928.111,13054659.876,13884068.266,-0.0,-0.0,-0.0,16820083.0,11810247.0,20613865.0
