R0,doses,efficacy,iter1,objective,prop_vac1,prop_vac2,prop_vac3,prop_vac4,prop_vac5,prop_full_vac1,prop_full_vac2,prop_full_vac3,prop_full_vac4,prop_full_vac5,prop_full_vac6,prop_full_vac7,prop_full_vac8,prop_full_vac9,prop_full_vac10,prop_full_vac11,prop_full_vac12,prop_full_vac13,prop_full_vac14,prop_full_vac15,prop_full_vac16,prop_full_vac17,tot_vac1,tot_vac2,tot_vac3,tot_vac4,tot_vac5,tot_vac6,tot_vac7,tot_vac8,tot_vac9,tot_vac10,tot_vac11,tot_vac12,tot_vac13,tot_vac14,tot_vac15,tot_vac16,tot_vac17
1.422337472794209,139999999.99999994,0.10000000000000001,0,114722867.42224939,0.0,1.0,0.63,0.0,0.0,0.0,0.0,1.0,1.0,0.852,0.63,0.63,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20429799.0,20618233.0,18003333.035,14101567.302,14422811.201,13726885.454,13088970.689,12409975.496,13198424.824,0.0,0.0,0.0,0.0,0.0,0.0
1.520802640980526,140000000.0,0.10000000000000001,1,130334820.70257565,-0.0,1.0,0.63,-0.0,-0.0,-0.0,-0.0,1.0,1.0,0.852,0.63,0.63,0.63,0.63,0.63,0.63,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,20429799.0,20618233.0,18003333.035,14101567.302,14422811.201,13726885.454,13088970.689,12409975.496,13198424.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.3378643034022304,140000000.0,0.10000000000000001,2,84500589.35476507,0.21,1.0,0.6,-0.0,-0.0,0.21,0.21,1.0,1.0,0.84,0.6,0.6,0.6,0.6,0.6,0.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,833544.324,3350199.236,20429799.0,20618233.0,17745087.927,13417730.191,13723395.786,13061218.051,12454238.13,11808169.924,12558384.43,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.761435863902954,140000000.0,0.10000000000000001,3,193352254.3785,-0.0,-0.0,1.0,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.049,0.049,0.049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8451999.6,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,1059813.037,1066658.056,945479.308,-0.0,-0.0,-0.0
1.5819916135809982,140000000.0,0.10000000000000001,4,150598461.81613842,0.0,1.0,0.63,-0.0,-0.0,0.0,0.0,1.0,1.0,0.852,0.63,0.63,0.63,0.63,0.63,0.63,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,20429799.0,20618233.0,18003333.035,14101567.302,14422811.201,13726885.454,13088970.689,12409975.496,13198424.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.3342371400436295,140000000.00000003,0.10000000000000001,5,112447710.512585,-0.0,0.69,0.752,-0.0,-0.0,-0.0,-0.0,0.69,0.69,0.715,0.752,0.752,0.752,0.752,0.752,0.752,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14100129.989,14230182.364,15102836.783,16822321.305,17205545.947,16375348.405,15614354.473,14804354.064,15744926.671,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.9044131480046835,140000000.0,0.10000000000000001,6,200199919.64637673,1.0,1.0,0.485,-0.0,-0.0,1.0,1.0,1.0,1.0,0.794,0.485,0.485,0.485,0.485,0.485,0.485,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3970145.0,15956892.0,20429799.0,20618233.0,16773319.833,10844472.978,11091517.914,10556332.867,10065759.778,9543594.769,10149932.862,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.6500359841687993,139999999.99999997,0.10000000000000001,7,177633363.43043745,-0.0,0.057,1.0,-0.0,-0.0,-0.0,-0.0,0.057,0.057,0.434,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1168136.331,1178910.622,9176903.046,22381028.0,22890884.0,21786359.0,20773905.0,19696251.0,20947623.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.4130105024623725,140000000.0,0.10000000000000001,8,112411674.90142739,0.0,1.0,0.63,-0.0,0.0,0.0,0.0,1.0,1.0,0.852,0.63,0.63,0.63,0.63,0.63,0.63,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,20429799.0,20618233.0,18003333.035,14101567.302,14422811.201,13726885.454,13088970.689,12409975.496,13198424.824,-0.0,-0.0,-0.0,0.0,0.0,0.0
1.3609722133406692,140000000.0,0.10000000000000001,9,111473096.0145467,-0.0,1.0,0.63,-0.0,-0.0,-0.0,-0.0,1.0,1.0,0.852,0.63,0.63,0.63,0.63,0.63,0.63,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,20429799.0,20618233.0,18003333.035,14101567.302,14422811.201,13726885.454,13088970.689,12409975.496,13198424.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
